"Refmet","C1_HOMBRE","C2_HOMBRE","C3_HOMBRE","C4_HOMBRE","C5_HOMBRE","C6_HOMBRE","C1_MUJER","C2_MUJER","C3_MUJER","C4_MUJER","C5_MUJER","C6_MUJER","ET1_HOMBRE","ET2_HOMBRE","ET3_HOMBRE","ET4_HOMBRE","ET5_HOMBRE","ET6_HOMBRE","ET1_MUJER","ET2_MUJER","ET3_MUJER","ET4_MUJER","ET5_MUJER"
"TG 16:0_17:0_18:0",NA,-0.00980663500000001,0.00145531000000002,8.98369792,NA,-0.251864435,-8.90812885,-10.0190791,NA,-9.92338921,-9.538496,-8.594141,-0.3057470335,0.028988835,0.11202335,-9.38895798,-0.822379999999999,10.2022266,-9.21775222,-9.33304597,0.17807389,1.327281,NA
"TG 16:0_17:0_18:1",-0.7784519,0,-0.11651611,-0.30440903,0.075437546,-0.34030533,0.7937908,-0.31715965,-0.15097237,-0.22146988,0.16342354,1.1077785,NA,-0.36662102,-0.3837986,0.31296158,0.5197449,0.56824493,0.4841671,0.3688736,-0.054656982,1.1970444,-0.3610344
"TG 16:0_17:1_18:1",11.14551255,-0.284122465,10.183054945,10.015576485,10.089488773,-0.624427795,0.50966834,10.664445175,10.174348815,10.14664006,12.3999743,12.7937328,NA,-0.650743485,-0.667921065,12.37405482,12.35922447,12.764715,0.2000446325,NA,-0.338779441,0.91292192,-0.64515685
"TG 16:0_17:1_18:2",-0.94187546,-0.16342354,-0.27993965,-0.46783257,-0.08798599,-0.50372887,0.6303673,19.54189,-0.3143959,18.819286,0,0.944355,NA,-0.53004456,-0.54722214,0.14953804,0.35632133,0.4048214,0.32074356,0.20545006,-0.21808052,1.0336208,-0.52445793
"TG 16:0_18:0_18:1",-0.72379494,0.054656982,-0.06185913,-0.24975204,0.13009453,-0.28564835,0.8484478,-0.26250267,-0.096315384,-0.1668129,NA,1.1624355,-0.43353844,-0.31196404,-0.32914162,0.36761856,NA,0.6229019,0.5388241,0.42353058,0,1.2517014,-0.3063774
"TG 16:0_18:1_18:1",-0.7784519,0,NA,-0.30440903,0.075437546,-0.34030533,0.7937908,-0.31715965,-0.15097237,-0.22146988,0.16342354,1.1077785,-0.48819542,-0.36662102,-0.3837986,0.31296158,0.5197449,0.56824493,0.4841671,0.3688736,-0.054656982,1.1970444,-0.3610344
"TG 16:0_18:1_18:2",-0.7784519,0,-0.11651611,NA,0.075437546,-0.34030533,0.7937908,-0.31715965,-0.15097237,-0.22146988,NA,1.1077785,-0.48819542,-0.36662102,-0.3837986,0.31296158,NA,0.56824493,0.4841671,0.3688736,-0.054656982,1.1970444,-0.3610344
"TG 16:0_18:1_20:4",0.1435852,-25.301735,-25.418251,-25.606144,0,-25.64204,1.2605267,0.44428635,-25.452707,-25.523205,0.26856804,0.7219925,NA,0.49786568,0.42697716,0.90864944,0.7957401,0.8763695,NA,-24.932861,-25.356392,-24.10469,-25.66277
"TG 16:0_18:1_22:4",NA,-0.16342354,-0.27993965,-0.46783257,-0.08798599,-0.50372887,0.6303673,-0.4805832,-0.3143959,-0.38489342,0,0.944355,-0.65161896,24.828289,24.474104,0.14953804,0.35632133,0.4048214,0.32074356,NA,-0.21808052,1.0336208,-0.52445793
"TG 16:0_18:1_22:6",-23.413485,1.5880299,0,0.9983425,1.2662735,-22.975338,1.8426952,-22.952192,-22.786005,1.1486759,-22.47161,-21.527254,-23.123228,-23.001654,0.679842,3.2007217,-22.115288,2.451603,2.1518154,2.446085,NA,2.9352856,-0.4465046
"TG 16:0_18:2_20:4",-0.7784519,0,25.609873,-0.30440903,25.38318,-0.34030533,0.7937908,-0.31715965,-0.15097237,-0.22146988,0.16342354,1.1077785,-0.48819542,-0.36662102,-0.3837986,0.31296158,0.5197449,0.56824493,0.4841671,0.3688736,-0.054656982,1.1970444,-0.3610344
"TG 16:0_18:2_22:6",-0.7784519,0,-0.11651611,-0.30440903,0.075437546,-0.34030533,0.7937908,-0.31715965,NA,-0.22146988,0.16342354,1.1077785,-0.48819542,-0.36662102,-0.3837986,0.31296158,0.5197449,0.56824493,24.82763,25.543041,-0.054656982,1.1970444,-0.3610344
"TG 16:0_20:4_22:6",-0.94187546,-0.16342354,-0.27993965,-0.46783257,-0.08798599,-0.50372887,24.267406,23.419733,23.268631,-0.38489342,0,0.944355,-0.65161896,-0.53004456,-0.54722214,NA,0.35632133,0.4048214,0.32074356,0.20545006,NA,1.0336208,-0.52445793
"TG 16:1_18:2_18:3",-0.72379494,0.054656982,-0.06185913,-0.24975204,0.13009453,-0.28564835,0.8484478,-0.26250267,-0.096315384,-0.1668129,0.21808052,1.1624355,-0.43353844,-0.31196404,-0.32914162,0.36761856,NA,0.6229019,0.5388241,0.42353058,0,1.2517014,-0.3063774
"TG 17:0_18:0_18:1",NA,-0.13035774,0.8347931,0.43108177,0.09516716,-0.065971375,-0.34266663,0.56656265,-1.554676,-20.333694,-19.948801,-19.004446,-0.5551052,0.7939968,0,-0.07030487,NA,0.42855072,NA,0.673542,0.20105934,1.4507198,1.0291882
"TG 17:0_18:1_18:1",-0.7784519,0,-0.11651611,-0.30440903,0.075437546,-0.34030533,0.7937908,-0.31715965,NA,-0.22146988,0.16342354,1.1077785,-0.48819542,-0.36662102,-0.3837986,0.31296158,0.5197449,0.56824493,0.4841671,0.3688736,-0.054656982,1.1970444,-0.3610344
"TG 17:1_18:1_18:1",2.359705,-19.502264,0.9252472,0.88871,-19.426826,0.28225517,-18.708473,1.4920788,0.28570557,0.5382347,-19.33884,-18.394485,1.5297508,0.5886955,0,-19.189302,-18.98252,1.1990166,-19.018097,-19.13339,-19.556921,-18.30522,NA
"TG 17:1_18:1_18:2",NA,0,-0.11651611,-0.30440903,0.075437546,-0.34030533,0.7937908,-0.31715965,-0.15097237,-0.22146988,NA,1.1077785,-0.48819542,-0.36662102,-0.3837986,0.31296158,0.5197449,0.56824493,0.4841671,0.3688736,-0.054656982,1.1970444,-0.3610344
"TG 18:0_18:0_20:4",-1.2981968,-0.5197449,-0.636261,20.563057,19.744951,20.95035,20.56587,-0.8369045,-0.67071724,20.264694,19.742407,0.5880337,-1.0079403,-0.8863659,-0.9035435,21.220211,0,21.44357,21.788977,-0.15087128,-0.57440186,23.382063,-0.88077927
"TG 18:0_18:1_18:2",-0.7784519,0,NA,-0.30440903,0.075437546,-0.34030533,0.7937908,-0.31715965,-0.15097237,-0.22146988,0.16342354,1.1077785,-0.48819542,-0.36662102,-0.3837986,0.31296158,0.5197449,0.56824493,0.4841671,0.3688736,-0.054656982,1.1970444,-0.3610344
"TG 18:0_18:1_20:3",-0.85388947,NA,-0.19195366,-0.37984657,0,-0.41574287,NA,-0.3925972,-0.22640991,-0.29690742,0.08798599,1.032341,-0.56363297,-0.44205856,-0.45923615,0.23752403,0.44430733,NA,0.40872955,22.72976,-0.13009453,1.1216068,21.747086
"TG 18:0_18:1_20:4",23.782446,-0.5197449,24.698883,-0.8241539,24.210102,23.944006,0.27404594,-0.8369045,-0.67071724,-0.74121475,-0.35632133,0.5880337,-1.0079403,-0.8863659,23.997232,-0.2067833,0,24.899063,24.582127,-0.15087128,-0.57440186,25.961847,24.38572
"TG 18:0/18:0/18:0",NA,NA,0.48596385,0.0269127,0.00954151,-0.35458945,-9.09401639,-0.588629725,8.56249133,-1.333828,9.15546783,-8.780028525,NA,NA,-0.30591488,0.357293141,0.123285295,0.73937132,NA,-0.22732258,-0.13794327,NA,NA
"TG 18:1_18:1_18:1",-0.7784519,0,-0.11651611,-0.30440903,0.075437546,-0.34030533,0.7937908,-0.31715965,-0.15097237,-0.22146988,NA,1.1077785,25.016003,-0.36662102,-0.3837986,0.31296158,0.5197449,26.177273,0.4841671,0.3688736,-0.054656982,1.1970444,-0.3610344
"TG 18:1_18:1_20:1",-1.0914135,-0.31296158,-0.4294777,NA,-0.23752403,-0.6532669,23.45502,NA,22.490606,23.726385,24.309395,23.6621,-0.801157,-0.6795826,-0.6967602,0,0.2067833,0.25528336,0.17120552,0.055912018,-0.36761856,0.8840828,-0.673996
"TG 18:1_18:1_21:0",-0.7784519,0,NA,-0.30440903,0.075437546,-0.34030533,0.7937908,-0.31715965,-0.15097237,-0.22146988,0.16342354,1.1077785,-0.48819542,-0.36662102,-0.3837986,0.31296158,0.5197449,0.56824493,0.4841671,0.3688736,-0.054656982,1.1970444,-0.3610344
"TG 18:1_18:1_22:0",NA,1.8041859,0.41360283,3.1534004,1.0769691,0.06945801,-17.683304,-0.6115494,1.1126766,-18.698565,-18.313671,1.7220802,-18.96529,-0.64439774,0.14960289,-0.6779671,-17.95735,0,NA,1.0218983,1.0623016,0.9532566,-1.6168537
"TG 18:1_18:1_22:1",-1.8862305,19.742954,19.754486,19.40225,19.477922,-1.4480839,20.248281,20.436954,-1.2587509,-1.3292484,19.612864,0,20.689207,-1.4743996,20.167694,-0.794817,-0.5880337,22.214525,-0.62361145,-0.73890495,-1.1624355,0.08926582,-1.468813
"TG 18:1_18:1_22:4",0.23424721,1.8775692,0.7806778,0.5501175,1.0707283,1.346838,-20.07902,-21.18997,-21.023783,-21.09428,-20.709387,-19.765032,-21.361006,2.7708683,0,1.7289162,-20.353065,-20.304565,-20.388643,-20.503937,1.1187363,2.7445774,1.7044983
"TG 18:1_18:2_20:4",-0.85388947,-0.075437546,-0.19195366,-0.37984657,0,-0.41574287,0.7183533,-0.3925972,-0.22640991,-0.29690742,0.08798599,1.032341,-0.56363297,NA,-0.45923615,0.23752403,0.44430733,0.4928074,0.40872955,0.29343605,-0.13009453,1.1216068,NA
"TG 18:1_18:2_22:6",-0.087085724,2.1802845,0.439497,1.0625229,2.2034264,1.9663391,-21.120506,-22.231457,-22.06527,1.919117,1.7758083,-20.806519,1.2784119,1.9512081,1.7019291,3.371275,-21.394552,-21.346052,-21.43013,-21.545424,-21.968954,-20.717253,NA
"TG 18:1_22:6_22:6",NA,-0.16342354,-0.27993965,-0.46783257,-0.08798599,NA,0.6303673,-0.4805832,NA,-0.38489342,0,0.944355,-0.65161896,-0.53004456,19.792215,22.92041,0.35632133,0.4048214,0.32074356,NA,-0.21808052,1.0336208,-0.52445793
"TG 43:0",NA,-0.39130783,0,1.130106,0.0846138,0.39120102,-16.41535,1.6920815,0.23419571,-1.2189312,-17.045717,-16.101362,1.3666115,-0.9787712,0.72857857,-0.5833683,-0.3401661,3.2021313,2.275364,-0.2484684,-0.18187714,NA,1.9503555
"TG 44:0",NA,0.26418114,-0.85648346,0.09282303,-0.48498154,-0.5143795,0,0.6705456,0.23288536,-2.9423466,-1.387085,-0.29924965,-0.41046143,-1.4022465,0.016204834,-0.26479912,-0.68234444,NA,NA,0.04022789,-0.21889687,0.51128006,0.74121284
"TG 44:1",NA,0.06804848,-0.51399994,0.412632,-0.8241482,-0.5581112,-0.49888992,1.1489182,0,-2.0116386,-1.5093994,-0.7290344,-0.13939285,-0.7859936,0.09608841,-0.07077217,-1.177311,NA,2.2030277,0.56692886,0.47800636,0.30623627,1.6307144
"TG 45:1",-0.72379494,NA,-0.06185913,-0.24975204,0.13009453,-0.28564835,0.8484478,-0.26250267,-0.096315384,-0.1668129,0.21808052,1.1624355,-0.43353844,-0.31196404,-0.32914162,NA,0.57440186,0.6229019,0.5388241,NA,0,1.2517014,-0.3063774
"TG 46:1",0.89637375,-0.22322464,-0.7137222,-0.10408592,-1.0227833,-0.9361439,0.09765625,0.35420418,0.029582977,-1.7249794,-1.4904709,-0.97741127,-0.45458794,-0.64302254,0.001749039,0,NA,NA,NA,0.46993446,0.2897873,0.75512886,0.820776
"TG 46:2",NA,-0.3688736,-0.4853897,-0.6732826,-0.29343605,-0.7091789,0.42491722,-0.68603325,-0.51984596,-0.5903435,-0.20545006,0.73890495,23.426275,-0.7354946,23.74077,23.477968,0.15087128,24.989815,0.1152935,0,-0.42353058,0.8281708,NA
"TG 46:3",-0.7784519,0,NA,-0.30440903,0.075437546,-0.34030533,0.7937908,-0.31715965,-0.15097237,-0.22146988,0.16342354,1.1077785,-0.48819542,-0.36662102,-0.3837986,0.31296158,0.5197449,0.56824493,0.4841671,0.3688736,-0.054656982,NA,-0.3610344
"TG 47:0",-0.94187546,-0.16342354,-0.27993965,-0.46783257,-0.08798599,-0.50372887,0.6303673,-0.4805832,-0.3143959,19.277168,0,20.277348,NA,-0.53004456,-0.54722214,0.14953804,0.35632133,0.4048214,0.32074356,0.20545006,NA,1.0336208,-0.52445793
"TG 47:1",NA,0.037576675,-0.24118233,0.13606262,-0.009857178,-0.35323906,0.040327072,0.4716854,-0.34140205,-1.0023689,-1.4565926,-0.45783997,0.35886765,-1.0556335,0.42185402,-0.1606369,-0.8156204,1.1407833,1.1495705,-0.4982319,0,0.34952354,0.7414932
"TG 47:3",21.327396,-0.7937908,-0.91030693,18.995102,-0.7183533,-1.1340961,0,-1.1109505,-0.9447632,NA,-0.6303673,0.31398773,18.462059,18.576647,18.275848,-0.48082924,-0.27404594,-0.22554588,19.743946,-0.42491722,19.159655,0.40325356,21.06982
"TG 48:1",-0.85388947,23.88173,23.677979,-0.37984657,0,-0.41574287,0.7183533,-0.3925972,-0.22640991,-0.29690742,0.08798599,1.032341,-0.56363297,-0.44205856,-0.45923615,0.23752403,0.44430733,0.4928074,0.40872955,0.29343605,-0.13009453,1.1216068,-0.43647194
"TG 48:2",24.940897,24.18169,-0.91030693,-1.0981998,23.773699,23.81664,0,-1.1109505,-0.9447632,NA,-0.6303673,0.31398773,-1.2819862,24.221844,24.52932,-0.48082924,-0.27404594,25.783783,-0.30962372,-0.42491722,-0.8484478,0.40325356,NA
"TG 48:3",NA,-0.4882393,-0.09384346,-0.351099,-0.7234192,-0.52267075,0.287035,0.2969818,0.2637005,-0.3460884,-0.4019127,-0.29467392,-0.056655884,0,0.006206513,-0.5249634,-0.78483963,NA,0.46273804,0.37281036,0.63542366,0.6318588,NA
"TG 48:4",NA,-0.23194313,0.228653895,0.027537345,-0.056921957,-0.197569848,0.497400275,0.351381325,0.855847365,-0.23111725,0.0757226955,0.55388925,-0.320163725,0.071629525,-0.036629675,-0.342905,0.5893898,0.203965500000001,0.294969499999999,0.874724000000001,NA,0.859068000000001,12.6763059
"TG 49:1",NA,-0.08171177,0.055980685,-0.137196545,-0.010861395,-0.369560245,0.64766122,11.69808585,-11.92700845,-0.22963047,-11.6126125,-0.389025,NA,-0.269227984,0.14199353,-0.01735783,-0.21861172,0.6664896,NA,-0.018788335,11.1270505,11.777289,0.030477535
"TG 49:2",NA,-0.113170625,NA,0.19434547,0.0282754915,-0.426872255,0.1464328775,0.575975405,0.3494997025,-0.018445968,NA,-8.130138205,0.8401575,-9.0094414,-8.554500815,-1.12380457,-8.6499934,1.098109225,0.540797235,NA,0.1568775175,0.6503887,NA
"TG 49:3",NA,-0.051159859,-0.0064659115,-0.144012449,0.011293412,-0.142824175,0.45712471,0.211024285,0.077435493,0.00193119000000001,-0.06982422,0.39870356,0.114139555,-0.24482727,-0.53440761,NA,-0.05665587,0.65530967,0.2726049515,-0.00313949499999999,-0.015303612,0.76866915,0.2256899
"TG 50:2",-0.7784519,0,-0.11651611,-0.30440903,0.075437546,-0.34030533,0.7937908,-0.31715965,-0.15097237,-0.22146988,0.16342354,1.1077785,-0.48819542,-0.36662102,-0.3837986,0.31296158,0.5197449,0.56824493,0.4841671,0.3688736,NA,1.1970444,-0.3610344
"TG 50:3",-0.02127266,-0.19794464,-0.070165634,-0.4530964,-0.2743225,-0.283947,0.8290558,-0.03985977,-0.31010818,-0.026483536,0,0.55111694,0.11019325,0.03358841,-0.092998505,0.25780487,-0.2649727,NA,0.5975609,0.4544449,0.5235882,NA,0.24986076
"TG 50:4",0.3855114,-0.28808403,0.253788,-0.330225,-0.29336548,-0.2314434,NA,0.060438156,-0.2731285,0,0.15967178,0.23353004,-0.011808395,0.13557434,-0.18304825,NA,0.44587898,0.30931473,-1.2995815,0.39068794,-0.1426773,0.22505188,-0.812706
"TG 50:5",1.37073135,-11.16716852,-10.7437914,-0.400445937,-1.6874628,-11.246275185,0.21017265,0.4643116,-0.084670068,-0.414728165,-10.873755125,-10.774636445,-0.6384258,-0.00751114,-0.034227385,-1.06586261,NA,-0.649324415,NA,0.3998460775,0.18858242,-0.9038677,1.5757866
"TG 51:1",NA,0.037986755,NA,-0.015335083,-0.21034431,-0.12570953,0.3049507,1.3330479,-0.3789215,-0.31324005,-1.0790462,-1.0846004,-23.767164,0.5141773,0.9557781,0,-0.8264618,-22.710724,1.6326599,0.98086166,0.5540161,1.7466507,0.94135284
"TG 51:2",NA,0.42069054,0.5864105,-0.21369362,0.44254303,0.24915886,0.34173203,0.17751694,-25.188046,0.27322578,-24.87365,-23.929295,-25.525269,0,0.518013,-24.724112,-24.517328,-24.468828,0.41910362,NA,0.49067307,1.2149353,-0.268404
"TG 51:3",0.57413673,0.002939224,0.4894104,-0.13012695,0.41142845,0.11149216,NA,0.1100235,NA,0.12828636,0.12722015,0.1065464,0.07593346,-0.53645134,-0.092422485,NA,0,-0.5339756,-0.34851456,-0.4922161,-0.35359764,-0.25060654,-0.47956657
"TG 51:4",-0.2072153,10.29886154,11.133048,10.23065102,0.107234,10.292464015,0.14665699,-0.33895875,NA,-0.25957203,-0.08963205,0.32090473,-0.48958109,9.19836061,-0.52940368,NA,9.157174105,-0.29589748,NA,-0.56709576,-0.67342663,0.20162678,-1.041222565
"TG 52:3",NA,0.7857933,0.58124924,0,0.9059067,-0.2550106,0.9310436,-0.3666153,NA,1.3007584,-0.108263016,-0.12528229,0.38640594,0.65211105,-1.2975368,-18.485216,1.0737267,-18.229933,1.0133533,0.24059486,-0.6901932,1.526062,-1.5529728
"TG 52:4",NA,-0.53693867,-0.27140425,-0.81588172,NA,-0.4389934535,0.8447752,-0.00250243999999999,-0.55165195,-1.07935046,-1.88313398,0.092858325,-0.1023921985,0.03424263,-0.066619875,-0.282234185,NA,NA,NA,0.35749435,0.2678337,0.410227775,-0.345710755
"TG 52:5",-12.2511288,0.49886035,-11.7701865,-12.1620494,-11.8873023,0.1608181,NA,0.066729535,-0.68121909,-11.9732416,-11.5724764,-11.24664975,-0.395730015,NA,-0.14133073,-0.195695875,NA,0.256109235,NA,0.40295695,NA,0.242938995,-0.36779975
"TG 52:6",1.0356693,-23.674206,0.1856327,-23.978615,-23.598768,-0.56565285,NA,0.0219841,0.27282715,-0.23204422,-0.34975433,-0.9731903,-0.59750557,0,0.4493885,0.10919762,0.43108368,-0.21544838,-0.03520775,0.5979252,0.41588593,0.23832893,NA
"TG 53:0",NA,0.4694233,0.6192093,NA,0.6308155,0.55446243,0.71336937,0.8519726,-1.0446262,-2.5146427,-2.448082,-0.51836205,-1.2935715,-0.34557343,0.14704704,-0.47930908,0.28482437,-0.5403309,NA,0.26237488,0,NA,-0.47431374
"TG 53:2",NA,0.4413929,0.41051483,-0.1601696,0.21639061,0.135643,-0.8492813,0.46990204,-24.471722,-0.3544407,-0.27384186,-23.21297,NA,-0.1093483,0.18521881,0.028787613,-0.85804176,-0.013263702,0.50019836,0.89315414,0.14757729,1.180273,0
"TG 53:3",0.22869301,0.41352654,0.7098408,-0.20057297,0.8097038,0.14446831,0,-0.005218506,NA,0.1947937,0.34944916,0.121349335,-0.2202301,NA,-0.2694416,-0.46208572,NA,-0.7097645,-0.84194565,0.29097748,-0.22216988,0.3857441,-0.24278069
"TG 53:4",0,0.61411285,0.94815063,0.06560516,0.98903656,0.49964142,0.009494782,-0.12742996,-0.44470215,0.059412003,0.6239357,0.95331955,-0.29094505,-0.103178024,-0.68697166,NA,1.2168732,-2.4454956,NA,0.6284008,-0.57492065,-0.051599503,-0.95386696
"TG 53:5",21.639904,21.272638,NA,NA,21.485788,21.608334,0,-1.1109505,-0.9447632,19.999878,21.93301,0.31398773,-1.2819862,-1.1604118,-1.1775894,-0.48082924,NA,-0.22554588,-0.30962372,-0.42491722,-0.8484478,0.40325356,-1.1548252
"TG 54:3",NA,-0.2760334,0.002914429,-1.0043106,-0.84934044,-0.71335983,0.33552933,0.32694626,NA,0.2258339,-1.0264187,0.07350731,NA,-0.119968414,-0.38672447,0.006336212,0,NA,0.9830704,1.0716858,-3.19726,NA,0.25316048
"TG 54:4",-0.41733932,0.6360588,0.7768917,0.054019928,0.19932175,-0.5152893,0.8862648,-0.109205246,-0.33530617,-0.007442474,0.75627327,0.21593666,-0.28869438,-0.097091675,-0.18846321,0.38804054,0.8321171,0.3296051,-0.005102158,NA,0,NA,-0.022573471
"TG 54:5",-0.54558563,0.55264664,0.4481926,0,0.61907005,0.013771057,0.77773476,-0.16926384,-0.09970093,-0.33382607,0.4590702,1.1267681,-0.5140476,-0.0869236,-0.5855713,-0.040517807,NA,0.006887436,-0.294693,0.52586174,-0.1116848,0.3045082,-0.16239357
"TG 54:7",0.42286873,1.2323666,2.063902,1.2230568,1.6598625,0,NA,0.09986496,0.008607864,-0.4680767,NA,-0.18632126,-2.23522,1.3119125,-0.8898411,-4.2261124,1.9328804,NA,-22.721937,-22.83723,-23.260761,-22.00906,NA
"TG 55:1",NA,2.5572968,2.3011055,1.2439194,0.17974663,0,-17.599073,2.8070145,-0.24043465,-18.614334,-18.22944,-17.285086,1.936676,1.3330574,2.0497417,-18.079903,0.6756191,-17.82462,-17.908697,1.2719116,-0.3938961,-17.19582,0.6783886
"TG 56:1",NA,2.3150578,0.086616516,0.9520359,0.33314896,-0.98122025,NA,0.20094109,1.1071644,-2.7194748,-1.3764,0.15073395,NA,-0.7865524,0.29092026,-0.1666584,-0.33488655,-0.2960682,NA,0.6363182,0.5945816,1.0621662,0
"TG 56:3",-1.19480515,22.837327,22.688734,-0.72076225,22.987648,11.51113155,0.37743759,NA,NA,-0.637823105,-0.252929685,0.69142535,-0.90454865,-0.78297425,-0.80015185,-0.10339165,0.10339165,0.15189171,0.067813873,12.073916009,-0.47101021,NA,11.079008
"TG 56:4",-0.85388947,-0.075437546,-0.19195366,-0.37984657,0,-0.41574287,0.7183533,-0.3925972,NA,-0.29690742,0.08798599,1.032341,NA,-0.44205856,-0.45923615,0.23752403,0.44430733,0.4928074,0.40872955,0.29343605,-0.13009453,1.1216068,-0.43647194
"TG 56:5",-1.058254235,-0.279802323,-0.39631843,NA,-0.204364775,-0.620107635,0.51398851,11.9571554,11.909754765,11.71543679,12.35077972,0.827976225,NA,12.38036922,-0.663600925,0.033159255,0.239942552,0.2884426175,0.204364775,0.089071275,NA,0.91724205,-0.64083672
"TG 56:6",NA,0.06355953,-0.00789547500000001,-0.3086853,-0.091706275,-0.244538305,0.57882022,-0.47957039,11.61643298,11.625200115,0.07566833,0.757228865,11.524941525,12.27736265,-0.592575085,0.161229135,12.68947314,0.246810915,0.00706005,0.452866559,-0.353238105,1.00282095,-0.509478585
"TG 56:7",-1.1473255,-0.3688736,-0.4853897,-0.6732826,-0.29343605,-0.7091789,0.42491722,21.474497,23.132172,-0.5903435,23.563911,23.279984,-0.857069,22.804607,-0.7526722,-0.055912018,19.927656,0.19937134,0.1152935,0,NA,0.8281708,-0.729908
"TG 56:8",-0.85201645,0.93034554,0,0.24714279,0.75294495,0.6364479,-23.236294,0.071510315,-24.181057,0.747921,0.76792526,-22.922306,0.76493835,0.58478355,0.907835,-23.717123,0.47043037,-23.46184,-23.545918,-23.661211,NA,-22.83304,-24.391119
"TG 58:10",-1.1473255,22.879023,-0.4853897,-0.6732826,23.183514,22.808805,0.42491722,-0.68603325,-0.51984596,-0.5903435,-0.20545006,0.73890495,-0.857069,NA,-0.7526722,-0.055912018,0.15087128,0.19937134,0.1152935,0,-0.42353058,0.8281708,NA
"TG 58:6",-1.9754963,20.837141,-1.3135605,-1.5014534,20.151268,-1.5373497,21.173672,NA,20.917355,21.26865,21.226862,21.561094,-1.6852398,-1.5636654,-1.580843,-0.8840828,21.022808,21.678526,-0.7128773,23.306664,-1.2517014,0,21.090235
"TG 58:8",NA,0.4951172,-0.8163433,0,0.5449009,0.076070786,0.335186,NA,0.024993896,-0.26072693,-0.09470177,0.0915184,-0.34652328,0.009140015,-0.16291618,NA,-0.59018135,0.78515625,-0.24359512,1.2171383,-2.3681583,1.8251076,-1.2857342
"TG 58:9",-0.85388947,-0.075437546,-0.19195366,-0.37984657,0,-0.41574287,0.7183533,-0.3925972,23.712893,-0.29690742,0.08798599,23.487476,-0.56363297,-0.44205856,-0.45923615,0.23752403,0.44430733,0.4928074,0.40872955,0.29343605,NA,1.1216068,-0.43647194
"TG 60:11",-0.7784519,0,-0.11651611,-0.30440903,0.075437546,-0.34030533,0.7937908,-0.31715965,-0.15097237,-0.22146988,0.16342354,1.1077785,-0.48819542,22.007645,-0.3837986,23.947842,0.5197449,21.713583,0.4841671,0.3688736,-0.054656982,1.1970444,-0.3610344
"TG 60:12",NA,1.0908909,0.43330956,0.844059,1.1852856,1.1388168,2.5624638,0.91659355,1.4132328,-20.14675,-19.761856,-18.817501,-20.413475,1.241724,1.0317211,2.9272766,-19.405535,0,-19.441113,-19.556406,-19.979937,-18.728235,-20.286314
