"Refmet","C1_HOMBRE","C2_HOMBRE","C3_HOMBRE","C4_HOMBRE","C5_HOMBRE","C6_HOMBRE","C1_MUJER","C2_MUJER","C3_MUJER","C4_MUJER","C5_MUJER","C6_MUJER","ET1_HOMBRE","ET2_HOMBRE","ET3_HOMBRE","ET4_HOMBRE","ET5_HOMBRE","ET6_HOMBRE","ET1_MUJER","ET2_MUJER","ET3_MUJER","ET4_MUJER","ET5_MUJER"
"PC 32:1",-0.52981662,-0.4668913,-0.68146705,-9.7796393,-9.399793025,-0.7453079,NA,9.61768925,-0.216498375,9.682309,-0.1261291515,NA,-0.615732185,9.25022033,-0.44708252,9.100040615,0.42664051,9.25043103,10.1524418,0.049206735,0.22663116,0.9716282,9.5270053
"PC 32:3",NA,NA,0.4980039595,1.049373615,0.5739088,-0.234622955,-6.7220715,1.80305865,-8.02319742,0.587519645,-0.187638283,-7.7172825,-8.09612105,-9.08296705,-8.24451065,-7.51888285,-15.9479085,1.58633615,NA,-16.09878,-7.24242765,-15.270609,-6.8086587
"PC 33:1",NA,-0.12369728,-0.058258055,-0.210731508,-0.070493697,-0.402942665,0.366327277,0.121020325,0.182227135,0.181580545,-0.14334488,0.46502969,-0.07119274,-0.105708125,-0.15832138,0.399868965,NA,0.475440025,0.2402486805,NA,-0.045684814,0.63265325,-0.1163292
"PC 34:1",0.31684303,0.70528984,-19.339624,-0.51501846,-19.14767,-1.4252529,0,0.90114784,-19.37408,0.5300484,-19.059685,0.68904495,-1.2511673,0.2990589,-0.08485603,-18.910147,-0.5100498,-18.654863,0.27584648,1.4930916,0.8489189,0.29877472,0.74572754
"PC 34:3",NA,-18.0933,-18.209816,-18.397709,-18.017862,NA,-17.29951,-18.41046,-18.244272,4.307966,3.8027458,4.679867,5.0609703,-18.45992,0,-17.780338,4.0172634,-17.525055,4.055422,4.0665207,1.2552395,3.0905724,2.213831
"PC 34:5",-0.4034462,-0.1369133,0.14276314,NA,-0.4835472,-0.10182762,0.11260033,-0.27529907,NA,-0.45456123,-0.23370552,0.060171127,-0.28455162,0.045337677,0,0.53388405,-0.27999878,0.49118423,NA,1.4368935,-0.48753738,0.0783577,-0.23393631
"PC 35:0",18.254637,-0.3688736,18.471695,-0.6732826,-0.29343605,-0.7091789,NA,-0.68603325,-0.51984596,-0.5903435,-0.20545006,0.73890495,-0.857069,18.930498,18.475718,18.16401,0.15087128,0.19937134,0.1152935,0,-0.42353058,0.8281708,-0.729908
"PC 35:1",NA,-5.2052383,0.1783638,0.5352173,0.96043587,-0.30511093,0.6036339,0.59671783,0.46478462,0.9663849,NA,0.9001579,-3.137415,-0.7963848,-1.2631664,0.32393456,NA,0.5806999,0.3963623,-21.391718,-21.815248,-3.843584,-0.057754517
"PC 35:3",NA,-0.063331604,-0.13193893,-0.28027916,0.11249161,0.23445511,1.2725735,1.3079605,0.3771782,1.5737553,-1.6079006,-0.78149223,-0.50266075,-1.7581978,0.28937912,NA,1.0483246,-2.3234005,-0.62059784,0,1.0039768,0.5082226,-0.5316429
"PC 35:4",0.26017952,0.34384155,0.06291771,0.05294609,0.053850174,-0.09054756,0.2705841,0.8075123,0.1706562,0.99760056,-0.23483658,-0.3991928,0.29376984,-0.80340195,0,-1.8694019,0.59404564,-1.2749844,-0.40258217,NA,-0.31263733,NA,-0.40408516
"PC 37:2",NA,-0.4841671,-0.6006832,-0.7885761,-0.40872955,-0.8244724,0.30962372,-0.80132675,20.273842,-0.705637,20.624584,21.144148,20.462751,-0.8507881,-0.8679657,20.586246,0.035577774,20.841854,0,-0.1152935,-0.5388241,20.899282,20.667206
"PC 37:5",-0.001440048,0.1860218,0.34568214,1.0263233,0.9106693,NA,NA,-0.18312073,0.025737762,-0.44555283,NA,-0.09606743,0.13541031,NA,-0.05309677,NA,0.016557693,NA,0.026473999,0.7641525,NA,-0.69029427,-0.23610687
"PC 37:6",NA,0.6230564,0.4585781,0.85759544,0.84264946,0.7261734,-21.078085,0.20459366,0.7018547,1.3381481,-21.708452,-20.764097,0.7011299,-22.238497,0.425848,-21.558914,0.1014328,-21.30363,-21.387709,-0.73875046,-21.926533,-20.674831,-2.2866135
"PC 38:5",-1.240797,NA,-0.1683445,0,-0.5183735,0.33808327,0.9709587,-1.5832024,-1.1805706,-1.6601639,0.8858795,1.8152943,0.66277885,-0.39149094,-0.047325134,-0.04471016,0.16846275,1.1877384,-0.8931885,0.6170349,-1.1956043,0.8133354,0.84679604
"PC 39:4",-1.1473255,NA,-0.4853897,-0.6732826,-0.29343605,-0.7091789,21.54971,20.794615,20.762613,NA,21.235838,21.871902,-0.857069,-0.7354946,-0.7526722,20.955345,0.15087128,21.080751,0.1152935,0,-0.42353058,0.8281708,-0.729908
"PC 39:5",NA,0.870625495,-0.32500744,0.1667347,0.28250885,0.06560707,0.17308712,-0.369514455,0.04334164,-0.141617775,0.06507968,0.034839628,-0.370931635,-0.99222375,-0.504158025,1.08006953,1.0634489,NA,-0.10032558,0.8698845,-1.62816523,0.15511131,-0.954626085
"PC 39:6",-0.8401947,1.0890923,-0.4395542,0.51223564,0.7383175,0.45645714,-0.022565842,-0.18301392,0.2990055,0.790535,0.41855812,0.4062481,0.060043335,-0.97522926,0,-0.7672043,0.21450424,-1.4015408,-0.9826603,0.095056534,-2.0027905,-0.29216003,-2.3521633
"PC 39:7",NA,0.45474815,-0.7340107,0.07959747,0.5593262,0.5967903,0,-0.3990116,-1.5832977,0.13187218,-1.0270958,-1.1208229,0.13891983,-0.42820358,-0.87197876,0.101594925,0.28373146,-0.6496391,0.11270714,0.07621956,NA,0.08267021,-0.020202637
"PC 40:1",-0.94187546,20.51995,19.725517,-0.46783257,20.697542,-0.50372887,0.6303673,-0.4805832,-0.3143959,-0.38489342,0,0.944355,-0.65161896,-0.53004456,-0.54722214,0.14953804,0.35632133,0.4048214,0.32074356,0.20545006,-0.21808052,1.0336208,-0.52445793
"PC 40:2",NA,0.659920691,0.691568385,0.13745308,0.822403915,0.346660625,NA,0.02240658,-0.112519262,-0.9488964,-9.40321974,-8.45886525,-10.05483922,0.29858113,-0.16457081,9.12014316,-9.04689907,9.6832808,-0.205385,0.0322239999999994,0.7883301,0.392002,-0.60997867
"PC 40:3",-1.2981968,19.72899,19.381458,-0.8241539,-0.44430733,19.089705,20.256851,19.347439,-0.67071724,19.384851,-0.35632133,0.5880337,NA,-0.8863659,-0.9035435,-0.2067833,0,0.04850006,-0.035577774,-0.15087128,19.90621,20.307817,-0.88077927
"PC 40:5",NA,-9.842018095,0.71822359,-10.42850967,-10.0273211,0.03715992,0.6953268,-10.5844828,-1.07201575,-9.72161532,-0.10133457,0.537114135,-10.08964896,0.49863719,0.00627802500000002,-10.0671666,0.12341976,1.438148515,0.5698518675,1.1119747,0.16965772,0.653544435,NA
"PC 40:8",0.10617828,NA,-0.15502548,0.07040024,-0.1300106,0,0.37646675,0.17701912,-0.14668274,0.14642715,-0.32312393,0.07421875,0.071588516,-0.80981064,-0.17501068,-0.3109188,0.8591099,-0.7269726,-0.074611664,0.44923592,-0.68435097,-0.29044724,0.2376175
"PC 40:9",-0.076351166,-0.07316971,0.19980812,-0.3871727,-0.40345573,-0.46626663,0.4194889,0.3557949,-0.028299332,0,-0.4186077,0.519537,-0.6920452,-0.6401653,0.1541481,-0.98898506,1.0163269,0.06437874,0.5961094,0.43544388,-0.34817123,0.055566788,0.46198273
"PC 42:10",-0.21800041,0.7451992,-0.6455078,0.35923386,-0.40710258,0.4561081,0.51387215,0.108127594,0.22890472,0,-0.31638527,-0.11236,-0.04847145,-1.4780254,0.17293358,0.51820755,0.96515656,-0.50545883,0.6793213,0.6748295,-1.5647068,-0.044130325,-0.5419998
"PC 42:4",-0.68868446,0.22315216,-0.4599495,-0.4173298,-0.07621765,-0.52454185,0.46961784,0,-0.23512077,0.16545296,NA,NA,-19.693222,0.7554531,-0.3408966,0.26632118,-18.685282,1.2614479,0.59311104,1.1836109,0.86899567,1.5443287,NA
"PC 42:5",-0.72379494,NA,-0.06185913,-0.24975204,0,-0.28564835,0.5036125,-0.26250267,-0.096315384,-0.1668129,-0.055877686,NA,-0.25456047,NA,NA,0.36761856,NA,0.6229019,-0.04449463,1.7201118,0.7413502,1.2517014,-0.20394516
"PC 42:6",-1.1682281,-1.7713509,-1.0354576,-2.3803692,0.015890121,0,0.7447834,0.4329281,-0.15520477,-0.45161057,0.28271484,0.754076,-0.048446655,0.10087967,-0.2208023,NA,NA,-0.15886116,0.17760277,NA,-0.255888,0.55737305,0.52176476
"PC 42:8",-0.16866493,0.67482567,-0.026687622,0,-17.510187,-17.92593,1.2940731,-0.5833416,-17.736597,-1.1938095,-17.422201,1.4118481,-0.42905426,0.06125641,-0.17021751,0.8155136,0.5037899,0.7165489,0.531723,NA,0.9575958,1.22608,1.0281734
"PC 42:9",1.92683985,1.666301735,-17.3587655,1.39274695,-7.39510815,-8.0590574,-7.749408715,1.03622724,-8.480879935,-7.965801135,-0.28140068,NA,1.505277615,-8.82135185,0.53060625,-16.929288,-7.635380515,-16.6740045,1.726218265,1.386025448,0.397441865,NA,1.432143185
"PC O-16:0/16:0",NA,-0.10692215,0.17275429,-0.07411003,NA,-0.07183647,0.14259148,-0.24530792,0,-0.42457008,-0.20371437,0.09016228,-0.25456047,0.07532883,0.02999115,0.5638752,-0.25000763,0.5211754,-0.04449463,1.4668846,NA,0.10834885,-0.20394516
"PC O-16:0/18:2",NA,0.4578991,0.8649006,0.39240646,0,0.85196304,0.79825974,0.25281334,0.70240974,0.46081734,0.16118622,NA,-19.803078,-19.473188,-19.518526,-18.984642,-19.798525,-19.027342,-19.593012,-18.081633,NA,-19.440168,-19.752462
"PC O-16:0/20:3",-0.37345505,-0.10692215,0.17275429,-0.07411003,-0.45355606,-0.07183647,18.40892,17.90058,0,-0.42457008,-0.20371437,17.84774,-0.25456047,0.07532883,0.02999115,0.5638752,-0.25000763,0.5211754,-0.04449463,1.4668846,NA,0.10834885,-0.20394516
"PC O-16:0/20:4",-0.12855339,0.18592834,0.019420624,-0.10595322,-0.4816761,0.21559715,0.007450104,-0.09777069,0.24069214,-0.054332733,0.24535751,0.52454185,-0.13084602,0.08706093,NA,0.25661087,0,-0.25631905,0.33812714,-20.75409,0.34901047,-22.112625,-0.24907112
"PC O-16:1/16:0",0.1366005,-18.702366,0.56744576,0.8036022,-19.049,1.0070248,1.144331,0.4677906,0.6679535,1.6204567,NA,1.5388412,-18.850004,NA,-18.565453,-18.031569,-18.845451,-18.074268,1.061264,-17.12856,-19.05299,1.0391064,-18.799389
"PC O-16:1/18:1",-20.761766,0.47424316,-0.4237213,-20.462421,0.1087265,-20.460148,0,-0.23285675,0.25899124,0.11050415,0.20308876,NA,0.055395126,NA,0.14547348,NA,-0.14980888,0.16402054,-0.002635956,0.41350937,-0.17461777,0.267807,-0.4794712
"PC O-16:1/18:2",NA,-0.13202286,-0.07883453,-0.29590797,-0.01936531,0.053316116,0,0.28433418,0.005630493,0.579443,0.37605476,0.7074814,-0.12357521,-0.8193455,0.24243546,-0.29501534,0.4005432,-0.18927002,0.20837975,0.4739437,0.38336372,-0.18927002,-0.27622414
"PC O-16:1/20:3",17.19267,17.109877,0.06440544,-0.18245888,-0.5619049,-0.18018532,17.918222,17.8029,-0.10834885,-0.53291893,-0.31206322,17.791393,-0.36290932,-0.03302002,-0.0783577,0.45552635,NA,0.41282654,-0.15284348,1.3585358,-0.5658951,0,NA
"PC O-16:1/20:4",-0.7897377,0.27741814,-0.49743462,0,-0.48880196,NA,-0.38853836,-0.25484657,0.000778,0.21051979,0.19777489,0.5521164,0.6935921,0.03976822,0.614542,-21.068075,-21.881958,-21.110775,-0.0810318,0.2780838,0.023694992,-0.045463562,0.14064407
"PC O-16:1/22:6",-0.5160465,-0.24951363,0.030162811,-0.21670151,-0.59614754,-0.21442795,0,18.179768,18.696428,18.794342,-0.34630585,18.859238,-0.39715195,-0.06726265,-0.11260033,0.42128372,-0.3925991,0.3785839,18.471739,18.979355,17.447779,18.355438,NA
"PC O-18:0/20:4",-0.045606613,0.037506104,0.1472435,0.24569702,NA,0.2620697,0.35509682,NA,0.52236176,0.20625687,0.07267761,0.22323227,-0.22558975,-0.004011154,-0.15296745,0.006034851,0,NA,-0.06585693,-19.39771,-21.322142,0.17646408,-0.4914608
"PC O-18:1/16:0",NA,0.20170975,0.06683159,-0.18412971,0.17909813,-0.01922226,-0.043397903,NA,0.22760391,0,0.08921242,0.46600723,-0.062005997,NA,0.13554001,0.54439354,-0.20368385,0.09461403,-0.28071213,0.2876339,-0.093336105,0.30961227,-0.7586956
"PC O-18:1/18:1",-0.32896042,-0.06242752,0.21724892,-0.029615402,-0.40906143,-0.027341843,18.670391,18.644583,0.04449463,-0.38007545,-0.15921974,19.888947,-0.21006584,0.119823456,0.07448578,NA,-0.205513,0.56567,0,NA,-0.4130516,0.15284348,-0.15945053
"PC O-18:1/20:4",-1.0870056,0.27619362,NA,0.00419426,-0.6178646,0.07343674,-0.6498909,-0.42585373,0.20534325,0.26735115,0.05854416,0.64237404,1.1373444,-0.55301285,-19.604588,-0.32162094,-19.884586,-0.87781525,0.16843605,0.5924244,-0.30141258,0.28987694,0
"PC O-18:1/22:6",-0.39628887,9.27573874,9.427000005,18.86595,-0.476389885,9.3297100785,0.11975765,-0.26814175,-0.022833825,-0.447403905,-0.226548195,NA,9.01742208,0.052495003,0.0071573265,0.54104136,8.8789195,0.49834155,-0.06732845,NA,-0.48038005,0.085515025,-0.226778985
"PC O-18:2/20:4",-0.9637909,0.93229675,-0.20238876,0.2119503,0.24359322,NA,-19.20734,0.44649506,-19.349932,-19.774502,-19.553646,0.9089432,0.8501625,0.41800308,0.7835083,0,-0.13800621,NA,0.6468735,NA,-0.01736641,0.19865799,0.611433
"PC O-18:2/22:6",-0.32896042,-0.06242752,0.21724892,-0.029615402,-0.40906143,-0.027341843,0.1870861,-0.2008133,0.04449463,-0.38007545,NA,0.1346569,-0.21006584,0.119823456,0.07448578,0.6083698,-0.205513,0.56567,0,NA,-0.4130516,0.15284348,-0.15945053
"PC O-38:5",0.59576416,0,NA,-0.09892273,0.25863743,0.1623087,0.7289877,1.0489407,1.517519,0.18234444,0.10807896,0.2780552,-15.413839,-15.08395,-15.129288,-14.595404,-15.4092865,-14.6381035,NA,NA,0.045175552,-0.073246956,-0.2313261
"PC O-40:1",-0.32896042,-0.06242752,0.21724892,-0.029615402,-0.40906143,-0.027341843,0.1870861,-0.2008133,0.04449463,-0.38007545,-0.15921974,0.1346569,-0.21006584,0.119823456,0.07448578,0.6083698,-0.205513,0.56567,0,1.5113792,NA,0.15284348,-0.15945053
"PC O-42:3",NA,-0.10692215,0.17275429,-0.07411003,NA,-0.07183647,0.14259148,-0.24530792,0,NA,-0.20371437,0.09016228,-0.25456047,0.07532883,0.02999115,0.5638752,-0.25000763,0.5211754,-0.04449463,NA,-0.45754623,0.10834885,-0.20394516
"PC O-44:4",0.41730404,NA,0.51444436,0.33417797,-0.09445763,0.2060709,0.064647675,NA,0.141881941,0.54534721,NA,-0.733976385,-8.73047546,0.12002468,-8.470819315,-8.019656075,-0.2959137,-16.5448255,-8.27827547,-15.5991165,0.6320629,0.724816325,-17.269946
"PC O-44:5",-0.45192337,0.18559456,0.09529686,0.18102074,-0.1411686,0,0.19970512,-0.03934288,0.27306366,0.11376381,-0.040151596,0.013154984,-0.21747398,-0.07278633,-0.123672485,NA,-0.12564087,-0.005750656,-0.18337822,0.46508598,0.09647751,0.176857,-0.52108765
"PC O-44:6",NA,0.1446456925,0.062481879,-0.021831513,-0.26676178,0.14781952,NA,-0.227911945,0.220980642,-0.019625664,NA,NA,NA,-0.337985995,0.08621502,0.495284085,-0.251900675,-8.30213364,NA,NA,0.138964652,0.32738876,0.1552448285
"PC O-46:5",15.755522,16.13727,-1.2941303,13.877122,14.829533,-1.5387211,-1.3242931,15.044573,14.526762,-1.8914547,-1.670599,-1.3767223,-1.7214451,-1.3915558,15.289858,15.39292,15.024166,-0.9457092,-1.5113792,0,15.825039,16.088007,-1.6708298
"PE 16:0_18:1",-0.37345505,-0.10692215,0.17275429,-0.07411003,-0.45355606,-0.07183647,0.14259148,21.062716,0,20.040125,-0.20371437,0.09016228,-0.25456047,0.07532883,0.02999115,0.5638752,-0.25000763,0.5211754,-0.04449463,1.4668846,-0.45754623,NA,-0.20394516
"PE 16:0_18:3",NA,-0.10692215,0.17275429,-0.07411003,NA,-0.07183647,0.14259148,-0.24530792,0,-0.42457008,-0.20371437,0.09016228,-0.25456047,0.07532883,0.02999115,0.5638752,-0.25000763,0.5211754,-0.04449463,1.4668846,NA,0.10834885,-0.20394516
"PE 16:0_20:4",NA,-0.22493744,-0.14335728,-0.36073589,NA,-0.37754726,0.296714785,8.387994965,-0.246962545,NA,-0.19162178,0.4274940635,-0.54285431,-0.3171224615,9.134412,0.266942025,-0.03660774,9.505567115,9.21602061,9.40202425,NA,0.48122025,-0.453966155
"PE 16:0_22:5",-0.37345505,-0.10692215,0.17275429,-0.07411003,-0.45355606,-0.07183647,0.14259148,NA,0,-0.42457008,-0.20371437,0.09016228,-0.25456047,0.07532883,0.02999115,0.5638752,-0.25000763,0.5211754,-0.04449463,1.4668846,NA,0.10834885,-0.20394516
"PE 16:0_22:6",-0.5160465,NA,0.030162811,-0.21670151,-0.59614754,-0.21442795,0,22.179234,-0.14259148,22.10224,-0.34630585,-0.0524292,-0.39715195,-0.06726265,-0.11260033,0.42128372,-0.3925991,0.3785839,20.889233,NA,21.22604,NA,21.190825
"PE 17:1_20:4",-0.4034462,-0.1369133,0.14276314,-0.10410118,-0.4835472,-0.10182762,0.11260033,-0.27529907,20.228443,20.878555,20.61474,0.060171127,-0.28455162,NA,0,0.53388405,-0.27999878,0.49118423,-0.07448578,NA,-0.48753738,0.0783577,-0.23393631
"PE 18:0_18:1",NA,-0.1369133,0.14276314,-0.10410118,NA,-0.10182762,0.11260033,NA,-0.02999115,-0.45456123,-0.23370552,0.060171127,-0.28455162,0.045337677,0,0.53388405,-0.27999878,0.49118423,-0.07448578,1.4368935,-0.48753738,0.0783577,NA
"PE 18:0_18:2",0.75875091,-10.844177339,-10.56450062,-10.81136528,-0.2478475625,-10.8090915,-10.594663525,0.805877675,-10.737255265,0.00977040000000001,0.016485215,-10.647092625,-0.091362,0.39775753,NA,-10.173379665,0.04538345,-10.21607957,0.4220514215,NA,0.77948282,0.62425516,0.686175355
"PE 18:0_20:2",-0.30161858,-0.035085678,0.24459076,-0.00227356,-0.3817196,0,0.21442795,-0.17347145,0.07183647,-0.3527336,-0.1318779,0.16199875,-0.182724,0.1471653,NA,0.63571167,-0.17817116,0.59301186,0.027341843,NA,-0.38570976,0.18018532,-0.13210869
"PE 18:0_20:3",-0.37345505,-0.10692215,0.17275429,-0.07411003,-0.45355606,-0.07183647,0.14259148,NA,0,-0.42457008,-0.20371437,0.09016228,-0.25456047,0.07532883,0.02999115,0.5638752,-0.25000763,0.5211754,-0.04449463,1.4668846,NA,0.10834885,-0.20394516
"PE 18:0_20:4",NA,-0.19708443,0.08259201,-0.16427231,NA,-0.16199875,0.0524292,22.37909,-0.09016228,21.71073,-0.29387665,0,-0.34472275,-0.01483345,-0.060171127,0.47371292,-0.3401699,0.4310131,21.341333,1.3767223,-0.5477085,0.01818657,22.215528
"PE 18:0_22:5",-0.37345505,-0.10692215,0.17275429,-0.07411003,-0.45355606,-0.07183647,0.14259148,NA,0,-0.42457008,-0.20371437,0.09016228,-0.25456047,0.07532883,0.02999115,0.5638752,-0.25000763,0.5211754,-0.04449463,1.4668846,NA,0.10834885,-0.20394516
"PE 18:0_22:6",0.6202965,-0.5134716,-20.325447,-20.572311,-1.0924377,-20.570038,-20.35561,1.1145687,-0.5597019,0.99845314,0,-20.40804,0.3674202,0.49992752,0.70840836,0.20097542,-20.748209,-19.977026,8.77e-05,1.1904049,-0.1947937,0.73137474,0.07605171
"PE 18:1_20:0",0.9685497,-18.936213,0.9536743,1.0292721,0,-18.901127,1.041214,1.2935963,1.2389526,-19.25386,-19.033005,1.115427,-19.08385,-18.753962,-18.7993,1.9189796,-19.079298,2.388258,1.4161606,2.7861233,-19.286837,-18.720942,-19.033236
"PE 18:2_20:0",-0.32896042,-0.06242752,0.21724892,-0.029615402,-0.40906143,-0.027341843,21.953928,-0.2008133,21.91008,-0.38007545,21.966476,0.1346569,-0.21006584,0.119823456,NA,0.6083698,-0.205513,0.56567,0,NA,-0.4130516,0.15284348,-0.15945053
"PE 18:2_20:1",20.132584,20.143198,19.643862,-0.18245888,19.87305,-0.18018532,20.056139,-0.35365677,-0.10834885,-0.53291893,20.484531,-0.01818657,-0.36290932,-0.03302002,NA,0.45552635,-0.35835648,0.41282654,-0.15284348,21.066246,20.135267,0,-0.312294
"PE 20:0_20:3",0.28717232,0.1266861,-19.676537,0,-20.302847,-0.002130508,0.54553795,0.18868065,-0.09237671,-20.27386,-20.053005,-19.759129,-20.103851,0.437809,-19.8193,-19.285416,-20.099298,1.1091347,0.30034065,NA,0.35684586,0.3943386,0.40572548
"PE 20:0_20:4",-0.4034462,-0.1369133,0.14276314,-0.10410118,-0.4835472,NA,0.11260033,-0.27529907,NA,-0.45456123,-0.23370552,0.060171127,-0.28455162,0.045337677,0,0.53388405,-0.27999878,0.49118423,20.212933,1.4368935,-0.48753738,20.605762,-0.23393631
"PE 20:2_20:4",-0.32896042,-0.06242752,0.21724892,-0.029615402,-0.40906143,-0.027341843,0.1870861,-0.2008133,0.04449463,-0.38007545,-0.15921974,0.1346569,-0.21006584,0.119823456,0.07448578,0.6083698,-0.205513,0.56567,0,1.5113792,-0.4130516,0.15284348,NA
"PE 34:1",10.6127154,-0.73133565,8.9389627,-1.60772795,-9.498911665,-9.5159236,9.8905323,10.6586038,-0.109007835,9.540268,-0.26856899,0.50880052,0.1763363,-0.0465212,0.0711369999999985,0.82445145,-9.174984,0.520630000000001,0.860896,0.80557156,10.9119455,1.36366845,-9.592342135
"PE 34:2",1.7200851,-19.531967,0.8736,-19.836376,0.34558105,-19.872272,-18.738176,2.0113754,-19.68294,-19.753437,0,0.6967983,-20.020163,1.0174255,0.6758385,0.34708786,-19.012222,-18.963722,1.684761,-19.163094,2.5845833,2.7631721,-19.893002
"PE 36:1",-0.85388947,-0.075437546,-0.19195366,-0.37984657,0,-0.41574287,0.7183533,NA,-0.22640991,-0.29690742,0.08798599,1.032341,-0.56363297,-0.44205856,-0.45923615,0.23752403,0.44430733,0.4928074,0.40872955,0.29343605,-0.13009453,1.1216068,NA
"PE 38:4",-19.938099,0,0.76662636,5.4981365,-19.08421,-19.499952,-18.365856,3.0095158,4.617525,4.1342697,6.5650787,-18.051868,-19.647842,-19.526268,-19.543446,-18.846685,-18.639902,NA,8.732214,4.5641174,5.8934765,NA,6.320381
"PE 40:2",-0.2398529,-0.18827438,-0.33732605,-0.37049294,-0.5408001,NA,0.053388596,0.39577484,0,0.29921532,-0.23733139,0.41318893,0.12732315,0.32528114,0.167902,0.4812336,NA,NA,-17.490673,-15.979294,0.41398048,-17.33783,0.55665207
"PE O-16:1/20:4",0.4023552,0.2731495,-0.5362282,-0.06995392,-0.4394188,-0.06698418,-0.86880875,0.48458862,-0.4683342,0.4763832,-0.15234184,0.51465607,0.8926201,1.3846912,0.19811821,-0.3337059,0.7707424,-0.55641556,0,0.40916443,NA,-0.2912941,0.50873375
"PE O-16:1/20:5",-0.32896042,-0.06242752,0.21724892,NA,-0.40906143,-0.027341843,0.1870861,-0.2008133,0.04449463,-0.38007545,-0.15921974,0.1346569,-0.21006584,0.119823456,0.07448578,0.6083698,-0.205513,0.56567,0,NA,-0.4130516,0.15284348,-0.15945053
"PE O-16:1/22:4",-0.45086288,-0.4116211,-0.5059509,-19.492008,-0.5059662,-19.489735,-1.2130966,0.6858101,-0.91431046,0.7346897,NA,0.6362915,0.38616943,0.2726345,0.06287193,NA,0.34636497,0,-0.4967556,0.3430729,0.9567661,0.1951828,1.1447792
"PE O-16:1/22:6",NA,0.11975098,-0.53967094,0,0.37829208,0.33629608,-0.37796402,0.5168114,-0.1779499,1.0051155,0.068696976,0.14750862,-21.298927,-20.969038,NA,-20.480492,-21.294374,-20.523191,0.007450104,NA,-0.28845978,0.18569183,-0.030626297
"PE O-18:0/20:4",NA,-0.06242752,0.21724892,-0.029615402,NA,-0.027341843,0.1870861,-0.2008133,0.04449463,-0.38007545,-0.15921974,0.1346569,-0.21006584,0.119823456,0.07448578,0.6083698,-0.205513,0.56567,0,NA,-0.4130516,0.15284348,-0.15945053
"PE O-18:1/18:1",-0.32896042,-0.06242752,0.21724892,-0.029615402,-0.40906143,-0.027341843,0.1870861,-0.2008133,0.04449463,NA,-0.15921974,0.1346569,-0.21006584,0.119823456,0.07448578,0.6083698,-0.205513,0.56567,0,NA,-0.4130516,0.15284348,-0.15945053
"PE O-18:1/18:2",-0.93733025,-0.67079735,20.960205,-0.6379852,-1.0174313,20.464037,19.561224,20.85531,NA,20.949556,19.798073,20.886822,-0.81843567,-0.48854637,-0.53388405,0,-0.8138828,NA,20.386974,0.9030094,21.330322,-0.45552635,-0.76782036
"PE O-18:1/20:3",-0.93733025,18.3514,18.743807,18.633472,-1.0174313,18.262615,-0.42128372,19.271585,-0.5638752,19.199453,-0.76758957,-0.47371292,18.775417,-0.48854637,18.568441,0,-0.8138828,-0.042699814,-0.6083698,0.9030094,19.54139,-0.45552635,19.45978
"PE O-18:1/20:4",-0.23612404,0.002351761,0.12251282,-0.4127369,-0.8545933,-0.43166733,-0.9683933,0.17932701,-0.32316017,0.004976273,-0.4536705,0.31400108,0.4949894,0.5624409,0.07062149,-0.26433563,0,-0.16020393,-0.28196716,NA,0.11691475,-0.019134521,0.22607231
"PE O-18:1/20:5",-0.5160465,18.291142,20.735622,19.617014,18.537167,-0.21442795,0,-0.3878994,18.452448,-0.56716156,18.31616,-0.0524292,-0.39715195,NA,-0.11260033,0.42128372,-0.3925991,0.3785839,18.6017,20.777723,-0.6001377,-0.03424263,-0.34653664
"PE O-18:1/22:6",NA,0.13752937,0.1589737,0.007499695,-0.03914261,-0.019739151,NA,-0.16170502,-0.25881577,0.2943325,-0.14874649,0.09038544,NA,0.20438766,0.123313904,0.2858162,0.27619362,NA,-0.330513,NA,-0.6684704,0,-0.7451229
"PE O-18:2/20:4",-0.46361732,21.672169,0.08259201,-0.16427231,-0.54371834,20.213581,0.0524292,-0.3354702,-0.09016228,-0.51473236,-0.29387665,0,22.130405,22.302214,-0.060171127,0.47371292,-0.3401699,0.4310131,-0.1346569,1.3767223,NA,0.01818657,-0.29410744
"PE O-18:2/22:6",-0.32896042,-0.06242752,0.21724892,-0.029615402,-0.40906143,-0.027341843,0.1870861,NA,0.04449463,-0.38007545,-0.15921974,0.1346569,-0.21006584,0.119823456,0.07448578,0.6083698,-0.205513,0.56567,0,NA,-0.4130516,0.15284348,-0.15945053
"PI 18:0_18:2",NA,21.74336,21.90676,21.334858,21.22062,21.7239,22.165987,-0.8091831,22.105639,-0.9884453,22.632732,22.232729,NA,-0.48854637,-0.53388405,0,-0.8138828,-0.042699814,-0.6083698,NA,-1.0214214,-0.45552635,-0.76782036
"PI 18:0_20:3",NA,-0.215271,0.06440544,-0.18245888,NA,-0.18018532,0.03424263,-0.35365677,-0.10834885,NA,-0.31206322,-0.01818657,24.243029,-0.03302002,24.803328,0.45552635,24.453388,23.978308,-0.15284348,1.3585358,NA,0,-0.312294
"PI 18:0_20:4",0.72361374,0.80031013,-23.799973,-24.046837,0,0.78606033,0.43702126,-24.218035,0.5401478,-24.397297,1.107729,0.5177212,-24.227287,1.0311012,1.5574322,-23.408852,0.7835312,-23.451551,-24.017221,-22.505842,NA,-23.864378,-24.176672
