"Lipid","MF_KO_ET1","MF_KO_ET2","MF_KO_ET3","MF_KO_ET4","MF_KO_ET5","MF_KO_ET6","MM_KO_ET1","MM_KO_ET2","MM_KO_ET3","MM_KO_ET4","MM_KO_ET5","MM_KO_ET6","MF_WT_ET1","MF_WT_ET2","MF_WT_ET3","MF_WT_ET4","MF_WT_ET5","MF_WT_ET6","MM_WT_ET1","MM_WT_ET2","MM_WT_ET3","MM_WT_ET4","MM_WT_ET5","MM_WT_ET6","MF_KO_C1","MF_KO_C2","MF_KO_C3","MF_KO_C4","MF_KO_C5","MF_KO_C6","MM_KO_C1","MM_KO_C2","MM_KO_C3","MM_KO_C4","MM_KO_C5","MM_KO_C6","MF_WT_C1","MF_WT_C2","MF_WT_C3","MF_WT_C4","MF_WT_C5","MF_WT_C6","MM_WT_C1","MM_WT_C2","MM_WT_C3","MM_WT_C4","MM_WT_C5","MM_WT_C6"
"PC(35:1)",NA,0.51080036,NA,0.505311,0.4618578,0.82446,0.5275564,0.009631157,0.18254948,NA,0.3058424,0.15249348,NA,0.39200878,0.4172926,-0.3235197,-0.34126377,-0.009631157,0.38571835,0.21189785,-0.4088316,-0.16802692,-1.0554857,-1.0005865,0.49094486,0.62858295,-0.06291866,0.33902073,-0.21996021,-0.31668758,0.26737118,0.058485985,-0.49511623,-0.44474316,0.40035534,-0.7130747,-0.031508446,-0.76832867,-0.35265255,0.01214695,-0.6155195,0.18183422,-1.0403013,0.027121544,-0.23241901,-0.62443256,-0.4906969,0.34847546
"PC(36:0)",2.0035267,2.261219,2.290739,NA,2.0340862,NA,-0.28622437,-19.428165,-19.864952,-19.43164,-19.498993,0.11632156,-0.24707031,NA,0.23533249,0.51838493,0.9670563,0.04177475,0.3426075,-1.3468704,-1.439928,-0.5848713,-0.17758751,-1.2594223,2.18182,NA,2.0917816,2.207079,2.3428497,2.291582,-20.04746,-20.189651,-1.4221725,-0.30849648,-0.13161469,-0.7314987,0.44499207,NA,0.7353554,1.0775566,0.37080002,NA,-1.8082142,-0.04177475,NA,-0.40413284,0.3674755,-0.19439125
"PC(36:2)",1.3626995,0.41315842,15.131788,1.1802883,0.41487503,17.336517,-0.35897255,-0.035865784,-0.47265244,-0.039340973,-0.10669327,0.34148026,14.620267,0.75372505,0.89707947,0.89873123,14.753565,14.75235,-0.14586258,-0.1077652,-0.49131203,-0.44293594,-0.658535,-0.7765045,16.424856,0.8961773,16.826365,0.13307571,0.28590965,-0.050727844,-0.6551609,-0.79735184,-0.825161,-1.0566521,NA,-0.9500427,-0.2669716,1.2537804,0.37407112,-0.09800148,0.41860008,2.1938095,-0.16510391,NA,NA,0.013786316,-0.14657593,-0.26766586
"PC(36:5)",-8.0007904,-8.99591892,-9.07052507,NA,-8.771202085,-8.080497875,NA,0.72209406,-0.013944145,-9.229258533,-0.58968876,-0.131302365,0.629205235,0.6712022,-0.10850573,NA,-0.20522356,-0.340254305,1.3042188,0.717438215,0.08449698,-0.02512121,0.882217885,-0.37560034,0.4996257,0.54761268,NA,0.589439875,-0.46130992,NA,0.809572685,0.65104055,-0.11404085,0.547841565,0.2431197,NA,NA,-0.55232191,-0.169842245,-0.15805292,-0.32372236,-0.39029935,1.131948,0.02016785,NA,-0.42210535,0.442038075,0.15439371
"PC(36:6)",0.5962286,0.22939205,0.037686348,-17.671825,-18.43724,0.4736204,-19.211086,-18.887981,0.33006954,0.7482538,0.3878126,0.15208912,0.4541254,-0.046505928,0.52172184,NA,0.20385456,-0.16146564,0.4489622,0.6016245,-0.05644512,0.27146626,0.45875072,-0.2240305,0.57991886,0.19019794,-18.246922,-18.71904,-18.566204,0.0911684,-0.68708134,-0.65088177,-0.7533102,NA,-0.15806866,-0.13940525,-19.119087,-17.598335,-18.478043,-0.037686348,-18.433514,0.79144764,0.52914715,0.78246593,0.27221775,0.45315647,0.33054447,NA
"PC(37:1)",-1.0056057,-3.8133526,-0.23814392,0.6601677,-3.8806534,0.15225983,0.6985531,0.6365566,0.74534416,0.49046326,0.43294907,0.9095669,-0.40681648,NA,-0.20306206,-0.05565071,-0.5226593,0.009979248,0.5289612,0.3873062,-0.001667023,0.57382584,0.9622555,0.26224518,NA,0.0862751,-0.024316788,0.001667023,-0.6810684,-0.11971283,NA,0.27280807,0.30047607,NA,0.3228855,0.3708248,-0.11431694,-19.495726,-0.014755249,-0.036323547,-0.081832886,-18.555696,-1.0120335,-0.9893074,0.06331253,0.26639175,-0.14974785,-0.4336834
"PC(37:3)",1.1762085,0.22666756,-0.160734183,0.9937973,0.228383865,1.1522522,7.811994575,-0.2223567925,8.67729763,8.867517363,-0.293184285,0.15498924,-0.236270907,0.56723404,0.710588455,0.712240215,-0.229219438,-0.441694275,-0.33235359,-0.2942562,-0.67780304,-0.62942696,-0.845026,-0.9629955,1.048810975,0.709686285,0.418703085,-0.053415295,0.09941864,-0.237218858,-0.8416519,8.70705343,9.56292435,8.4957683,NA,7.9173385,-0.453462595,10.86313805,8.04530641,-0.28449249,0.2321090695,10.4627871,-0.351594927,NA,NA,-0.172704693,7.226058885,-0.45415688
"PC(37:4)",-19.06714,0.36460114,1.2878017,-19.249552,-1.1693077,-1.5296669,0.20697594,1.4857044,1.0990562,0.66337776,0.73916054,-0.43763924,1.3078156,-1.0352345,-19.53276,-19.531109,0.16105843,0.058994293,1.0918503,-1.463234,-3.5637283,1.1213894,-0.61413574,0.3271923,0.64985657,-1.3998528,0.959774,0.06084442,-1.1212482,0.4631405,-1.6034927,-2.2362175,0.32256126,-0.45204353,0.35430908,0.010597229,-0.010597229,NA,-2.0091076,0.26026344,0.15332222,-0.44932747,-20.594944,0.99697876,-19.900684,0.5349331,-20.576416,-1.0218201
"PC(38:2)",-0.60792446,-0.39541912,-0.6702337,0.9768686,0.37804127,0.18257809,0.5576353,0.19836521,0.023993492,0.6453352,0.37704754,0.7199812,-0.2647257,NA,-0.02846241,-0.23553371,NA,-0.23216343,0.7228308,0.37445927,0.10965252,0.6856756,0.79599476,0.30349255,-0.81730556,NA,-0.99262905,-0.7568922,-0.59047985,-0.78236866,-0.7709131,-0.18723202,-0.39984226,0.4530077,0.6200609,0.17114925,-0.65614796,-1.1853476,0.35052395,-0.2676592,-0.19311428,-0.001366615,-0.22322369,0.2885065,0.001366615,0.1258707,-0.120425224,0.24382877
"PC(38:7)",NA,0.31375313,0.117404935,0.77595425,0.34528255,0.86666108,NA,-0.280395505,-0.030334485,10.16758627,8.674498625,0.437090865,-0.00065135999999999,NA,0.540812495,0.281134605,-0.170981405,-0.222356798,0.179872515,-0.014018065,-0.42859745,-0.080476775,-0.154436115,-0.502988817,0.596528985,0.265810965,0.1858005515,-0.236330033,0.00577068,NA,-0.82099819,-0.96015932,-0.94668675,8.33400825,-0.277134895,8.9870047,-0.4111948,0.2042589,0.013792035,-0.3353424,NA,0.861016285,-0.08575821,NA,0.4978838,0.096899995,0.115501405,NA
"PC(39:3)",-16.296604,NA,-17.633545,-16.479015,-17.244427,-16.32056,NA,0.5784235,0.000806,0.91790867,1.1846724,0.153718,0.61939526,1.3431425,-16.762222,-16.76057,-17.70203,-17.914505,1.3399286,1.1274519,NA,0.5557718,1.1848402,1.0230341,-16.424,-16.763126,-17.054108,-17.526226,-17.373394,-17.71003,-0.000806,NA,NA,0.35244465,0.35299015,0.06866932,-17.926273,-16.405521,1.2003107,-0.2093172,0.1685648,-15.465493,0.84751415,1.4615088,0.81707287,1.3580503,1.237153,1.4399347
"PC(39:5)",0.713007,-17.13406,0.69615936,-16.36693,-17.132343,-16.208475,-17.90619,0.99149513,-18.01987,-17.58656,2.0529785,-17.205738,1.6114693,-16.793493,-16.650139,0.4279518,0.55124664,-17.802422,1.7699986,1.3046322,0.014446259,NA,1.4478397,0.20108795,0.47035217,-16.651041,-16.942024,2.8265457,2.344471,2.4467735,-0.7859459,-0.54880905,-1.3549938,-1.5778332,-0.9529972,NA,1.5137978,-16.293438,0.89276886,-17.64522,-0.042627335,-15.353409,0.66371346,0.32962036,-0.014446259,0.653553,1.1677685,1.3574123
"PC(39:7)",-0.41555595,-1.365097,-1.7524986,-0.59796715,-1.3633804,-0.43951225,15.742529,17.223,17.873457,17.736826,16.591053,15.893196,-1.8280354,-1.0245304,-0.881176,-0.87952423,-1.8209839,-2.0334587,16.861977,16.112211,NA,17.830645,18.372486,16.132427,-0.5429535,-0.8820782,-1.1730614,-1.6451797,-1.4923458,NA,15.628462,15.404448,16.246542,16.995632,16.499603,17.677582,-2.045227,-0.5244751,-1.4041843,-1.876257,-1.3596554,0.41555405,16.630692,17.94007,16.40923,15.057106,16.131495,NA
"PC(40:3)",-0.93792915,-1.3513508,-0.10359383,0.63604355,NA,0.1048584,1.1503029,0.95482635,NA,1.2401543,1.4154072,1.5606918,-0.41261292,NA,-0.34870338,-0.123910904,-0.49277496,NA,0.96992874,1.1770782,0.43670845,0.6941147,1.3960781,0.83213997,-0.56749153,-0.70765686,-0.7847576,NA,NA,-0.51665306,-0.20722198,-0.4368744,0.07036018,0.41612244,NA,0.15054512,NA,-0.70467186,-0.07036018,-0.95495987,-0.71458817,-0.3740921,0.38858414,1.0806408,0.7338085,0.96450996,0.4277172,0.9161091
"PC(40:5)",0.5413027,0.03725338,NA,0.14968967,-0.008627892,0.5751686,-0.39693832,-0.54448605,NA,NA,-0.41080666,0.28465366,-0.41595364,0.11224651,0.59188557,NA,-0.27990055,-0.490283,0.4340315,0.32537365,-0.023288727,NA,-0.3857565,-0.56169796,0.26819515,0.07661724,0.32263756,-0.23292828,NA,-0.6863146,-0.34330845,-1.2193327,-1.3424578,-0.82861423,-0.39440155,NA,-0.5961418,0.18886185,0.06649113,NA,0.07692242,0.06111622,0.091843605,NA,0.46779156,0.4298029,0.02521801,0.002463341
"PC(40:9)",-6.43216515,-7.38170644,-7.769107733,-6.6145765,-7.379989635,-6.45612155,0.435685175,0.6515188075,0.25327015,0.515769963,0.654788965,0.989832875,-7.844644597,-7.041139625,-6.897785415,-6.896133535,-7.837592863,NA,0.158102035,0.3472309,-0.2196054465,-0.268068315,-0.0098009,NA,-6.55956265,0.19618655,-7.1896706,0.415056225,-7.508954825,0.464244842,0.057786,-0.08678247,-0.04002095,-0.05616857,NA,0.1623335,-0.06423998,-6.54108445,0.2020196915,-0.51887464,0.14003849,-5.60105515,0.413157463,NA,NA,NA,0.337926865,0.47640417
"PC(42:10)",1.083477,-0.024194717,-0.25795364,0.48453712,0.079021454,0.44677544,-0.4030018,0.60692024,-0.118219376,0.5245743,-0.06516075,0.50140953,-0.18085861,NA,0.56360054,-0.9092579,-0.95913124,-0.7694206,0.42285347,0.296566,-0.7283001,0.08643532,-0.06900215,-0.81092644,0.63557816,0.18458939,0.16059875,0.19283485,0.13258743,0.51823235,-0.25922966,-0.32622528,-0.2828102,-0.22907639,NA,-0.349638,-0.8606949,-1.0245609,-0.35713577,-0.56238174,-0.3182392,-0.25789642,0.5667591,1.1995068,0.17677116,0.28610802,0.40962029,0.71933365
"PC(42:5)",-0.21818352,-18.002491,-0.40693283,0.609478,-18.000774,-0.6148033,0.43089676,0.35369682,0.9342613,0.103378296,1.2056351,NA,-0.7992401,0.46248436,-0.18173218,-0.14777184,-1.231947,-0.5392971,1.0828896,0.70764923,0.3679123,-18.858585,1.2517834,-19.192154,-0.095207214,NA,-0.0078125,-0.93611145,0.15540886,0.116285324,-1.2721176,0.06611252,0.11347771,1.2527466,1.6157665,1.1348934,NA,-0.036598206,0.20142365,-0.21613503,0.0078125,-0.7291107,-0.09086609,1.1949348,0.68935966,1.3178158,-0.5329056,1.1330395
"PC(42:6)",1.04097415,0.11316061,-0.1341281,0.87010335,0.361412525,0.7444787,-1.2537605,8.565874265,8.69590885,-10.04549495,-0.884879,-9.66467383,-0.440781115,NA,0.24617815,0.1487813,-0.38229895,-0.44830656,-0.3200459525,7.82144477,NA,8.577742035,8.76713246,NA,0.64090873,0.49428129,0.31861544,0.20419265,0.25285959,-0.084099295,NA,-1.07017753,-2.10182335,-1.09709693,NA,-0.835205535,-0.5371604,0.200519085,0.024602415,-0.25924826,-0.02195406,0.6802144,0.01305152,NA,0.44012881,7.6446670965,7.5063459035,8.205685045
"PC(42:7)",-18.579058,0.5028057,-0.009227753,0.53595734,-19.526882,1.3454361,0.02236557,0.5969372,-1.5119209,0.8820305,NA,1.229763,0.55931664,0.7106495,NA,0.8617687,0.33808327,-0.035150528,1.5129013,1.6969013,1.0389748,1.0340462,1.271944,0.8639183,-18.706455,0.42094994,-19.336563,-0.5015507,0.009227753,-0.8109646,-0.07104111,-0.11046219,-0.25938416,NA,NA,-0.71012497,-20.208729,-18.687977,-19.567686,-20.039759,NA,-17.747948,-20.106861,-20.978537,1.328598,1.7599506,1.2255421,1.215765
"PC(42:9)",NA,0.086500647,NA,-0.468635075,-0.072871685,NA,-0.06130075,0.966050647,1.07027006,1.4611955,0.74732922,0.72468025,-0.124001025,-8.9556564,-8.457867215,-9.5854525,-9.89608155,-0.98392534,0.414433005,-0.13494921,-1.13372565,0.80126045,0.6108861,-0.817105765,-0.01333189,NA,-0.4189419725,0.152175415,0.57711648,1.02815485,NA,-0.304805267,0.442627437,0.6455655345,-0.510142827,1.178030475,-0.93687199,-9.88029815,0.191009995,-0.973515025,-0.22949362,-8.8362833,0.966170775,1.52145625,NA,0.23761797,0.800934325,1.3127351
"PC(O-16:0_20:4)",0.4371357,0.41934013,0.2313366,-0.042362213,-0.31258965,0.5751686,-0.39693832,-0.31643295,-1.200573,-1.0664902,15.84099,16.178307,0.06655693,0.12694931,0.4180107,NA,0.16200829,0.32952118,-0.33794785,0.41288948,-0.023288727,-0.028783798,-0.2536602,0.09444237,0.25030518,0.39614868,0.32263756,0.39451027,NA,0.37264824,-0.1133728,0.023288727,-0.14480782,-0.26014328,-0.39440155,NA,NA,0.18886185,-0.20524216,-0.19626427,-0.16064453,0.9369583,-0.9310379,-1.070776,-0.52976036,-0.32193375,-0.3675499,-0.48490715
"PC(O-18:1_16:0)",0.3264408,0.30864525,0.12064171,-0.1530571,-0.42328453,0.46447372,16.45993,-0.42712784,15.531586,15.852285,-0.52150154,-0.404953,NA,0.016254425,0.30731583,0.68901825,0.0513134,0.2188263,-0.44864273,0.3021946,-0.13398361,-0.13947868,-0.3643551,-0.016252518,NA,0.2854538,0.21194267,0.28381538,NA,0.26195335,-0.22406769,-0.08740616,-0.2555027,-0.37083817,-0.50509644,NA,-0.7068367,0.07816696,NA,-0.30695915,-0.27133942,0.8262634,NA,NA,-0.64045525,-0.43262863,-0.47824478,-0.59560204
"PC(O-18:1_20:4)",0.435819625,0.41802406,0.23002052,-0.0436782825,-0.31390572,0.57385253,-0.398254395,-0.31774902,8.41303075,8.587333665,-0.412122725,9.122003695,0.0652408605,0.12563324,0.41669464,NA,0.16069222,0.328205115,-0.33926392,0.411573415,-0.024604798,-0.03009987,-0.254976275,0.0931262995,0.248989105,0.394832615,0.32132149,0.3931942,NA,0.371332175,-0.1146888725,0.0219726565,-0.146123885,-0.26145935,-0.39571762,NA,8.87288085,0.187545775,-0.206558225,9.25236512,-0.1619606,NA,-0.932354,-1.07209205,-0.531076425,-0.32324982,-0.368865975,-0.48622322
"PE(16:0_20:4)",0.35663605,0.33884048,0.15083694,-0.12286186,-0.3930893,0.49466896,-0.47743797,-0.3969326,-1.2810726,-1.1469898,-0.4913063,-0.37475777,-0.013942719,0.04644966,0.33751106,NA,0.08150864,0.24902153,-0.4184475,0.33238983,-0.103788376,-0.10928345,-0.33415985,0.013942719,0.16980553,0.31564903,0.24213791,0.31401062,NA,0.2921486,17.814173,18.347483,18.59945,-0.34064293,16.36274,0.729187,-0.67664146,0.1083622,-0.2857418,-0.27676392,-0.24114418,NA,-1.0115376,-1.1512756,-0.61026,-0.4024334,-0.44804955,-0.5654068
"PE(18:0_18:1)",0.24046326,0.2226677,0.034664154,-0.23903465,-0.5092621,0.37849617,-0.59361076,-0.5131054,18.080349,-1.2631626,18.630795,18.774834,18.555872,-0.06972313,18.619417,0.6030407,-0.034664154,0.13284874,-0.5346203,0.21621704,-0.21996117,-0.22545624,-0.45033264,-0.10223007,0.053632736,0.19947624,0.12596512,0.19783783,NA,0.1759758,-0.31004524,-0.17338371,-0.34148026,-0.45681572,-0.591074,NA,-0.79281425,17.50184,-0.4019146,-0.3929367,18.07885,18.121286,18.274086,-1.2674484,17.82531,17.955496,-0.56422234,-0.6815796
"PE(18:0_18:2)",0.463171,0.44537544,0.2573719,-0.016326904,-0.28655434,0.6012039,-0.37090302,-0.29039764,-1.1745377,-1.0404549,-0.38477135,-0.2682228,0.09259224,0.15298462,0.44404602,NA,0.1880436,0.3555565,-0.31191254,0.4389248,0.002746582,-0.002748489,-0.2276249,0.12047768,0.27634048,0.422184,0.34867287,0.42054558,NA,0.39868355,-0.087337494,0.049324036,-0.11877251,-0.23410797,-0.36836624,NA,-0.5701065,18.349077,-0.17920685,18.769968,-0.13460922,0.9629936,-0.9050026,-1.0447407,-0.50372505,NA,-0.3415146,-0.45887184
"PE(18:0_20:4)",0.053556442,0.03576088,-0.15224266,-0.42594147,-0.6961689,0.19158936,18.023457,-0.7000122,17.152756,-1.4500694,-0.7943859,17.514996,-0.31702232,-0.25662994,NA,0.41613388,-0.22157097,-0.054058075,17.538101,0.029310226,17.830519,-0.41236305,-0.63723946,-0.2891369,-0.13327408,NA,-0.060941696,0.010931015,NA,-0.010931015,-0.49695206,17.9221,-0.52838707,-0.64372253,-0.7779808,18.177149,17.315393,-0.1947174,17.17781,17.314194,-0.5442238,17.59804,17.411112,17.81838,17.533092,17.198828,NA,18.107414
"PE(20:0_18:1)",0.47270775,0.4549122,0.26690865,-0.006790161,-0.2770176,0.61074066,-0.36136627,-0.2808609,-1.1650009,-1.0309181,-0.3752346,-0.25868607,0.10212898,0.16252136,0.45358276,NA,0.19758034,0.36509323,-0.3023758,0.44846153,0.012283325,0.006788254,-0.21808815,0.13001442,0.28587723,0.43172073,0.3582096,0.43008232,NA,0.4082203,-0.07780075,0.05886078,-0.10923576,-0.22457123,-0.3588295,NA,-0.56056976,0.2244339,NA,-0.16069221,-0.12507248,0.97253036,-0.89546585,-1.0352039,-0.4941883,-0.2863617,-0.33197784,-0.4493351
"PE(20:0_18:2)",0.39221382,0.37441826,0.18641472,-0.08728409,-0.35751152,0.53024673,-0.4418602,-0.36135483,17.795446,17.737347,-0.45572853,-0.33918,0.021635056,0.082027435,0.37308884,NA,0.11708641,0.2845993,-0.38286972,0.3679676,-0.0682106,-0.07370567,-0.29858208,0.049520493,0.2053833,0.3512268,0.27771568,0.3495884,NA,0.32772636,-0.15829468,-0.021633148,-0.18972969,-0.30506516,-0.43932343,NA,-0.6410637,17.86278,-0.25016403,-0.24118614,-0.2055664,18.10206,-0.9759598,-1.1156979,17.903408,17.667442,-0.41247177,-0.529829
"PE(20:0_20:3)",0.39221382,0.37441826,0.18641472,-0.08728409,-0.35751152,0.53024673,-0.4418602,16.119846,-1.2454948,17.401398,17.231907,17.241041,0.021635056,0.082027435,0.37308884,NA,0.11708641,0.2845993,-0.38286972,0.3679676,-0.0682106,-0.07370567,-0.29858208,0.049520493,0.2053833,0.3512268,0.27771568,0.3495884,NA,0.32772636,-0.15829468,-0.021633148,-0.18972969,-0.30506516,-0.43932343,NA,-0.6410637,0.14393997,-0.25016403,-0.24118614,-0.2055664,NA,-0.9759598,-1.1156979,-0.57468224,-0.36685562,-0.41247177,-0.529829
"PE(22:0_16:4)",1.3626995,0.41315842,0.025756836,1.1802883,0.41487503,1.3387432,-0.35897255,-0.035865784,-0.47265244,-0.039340973,-0.10669327,0.34148026,-0.049779892,0.75372505,0.89707947,0.89873123,-0.042728424,-0.25520325,-0.14586258,-0.1077652,-0.49131203,-0.44293594,-0.658535,-0.7765045,1.235302,0.8961773,0.6051941,0.13307571,0.28590965,-0.050727844,-0.6551609,-0.79735184,20.528002,-1.0566521,-0.013788223,21.426264,-0.2669716,1.2537804,0.37407112,-0.09800148,0.41860008,2.1938095,NA,-1.0367794,0.52915573,0.013786316,-0.14657593,-0.26766586
"PE(34:1)",1.4003029,0.4507618,0.063360214,1.2178917,0.4524784,1.3763466,-0.32136917,0.001737595,-0.43504906,-0.001737595,-0.06908989,0.37908363,-0.012176514,0.79132843,0.93468285,0.9363346,-0.005125046,-0.21759987,-0.1082592,-0.07016182,-0.45370865,-0.40533257,-0.6209316,-0.73890114,1.2729053,0.93378067,0.64279747,0.17067909,0.32351303,-0.013124466,-0.6175575,-0.75974846,-0.7875576,NA,0.023815155,-0.91243935,-0.22936821,1.2913837,0.4116745,-0.0603981,0.45620346,2.231413,-0.12750053,NA,NA,0.051389694,-0.10897255,-0.23006248
"PE(34:2)",1.4003029,0.4507618,0.063360214,1.2178917,0.4524784,1.3763466,-0.32136917,0.001737595,-0.43504906,-0.001737595,-0.06908989,0.37908363,-0.012176514,0.79132843,0.93468285,0.9363346,-0.005125046,-0.21759987,-0.1082592,-0.07016182,-0.45370865,-0.40533257,-0.6209316,-0.73890114,1.2729053,0.93378067,0.64279747,0.17067909,0.32351303,NA,-0.6175575,-0.75974846,-0.7875576,-1.0190487,NA,-0.91243935,-0.22936821,1.2913837,0.4116745,-0.0603981,0.45620346,2.231413,-0.12750053,NA,NA,0.051389694,-0.10897255,-0.23006248
"PE(36:4)",0.72125816,23.662031,22.692673,25.401424,21.08712,0.69730186,-1.0004139,-0.6773071,-1.1140938,-0.6807823,-0.7481346,-0.2999611,21.665146,0.11228371,0.25563812,0.2572899,20.62274,21.44423,-0.7873039,17.983713,-1.1327534,-1.0843773,-1.2999763,13.345941,22.900682,0.25473595,21.293472,-0.50836563,22.017164,-0.6921692,-1.2966022,-1.4387932,-1.4666023,-1.6980934,NA,-1.5914841,-0.90841293,0.612339,22.049597,21.616705,-0.22284126,1.5523682,-0.80654526,16.50113,-0.112285614,-0.627655,-0.7880173,12.369197
"PE(38:4)",1.0049229,0.055381775,-0.3320198,0.8225117,0.05709839,0.98096657,-0.7167492,-0.39364243,25.647484,-0.3971176,23.676878,-0.016296387,-0.40755653,0.3959484,0.5393028,0.5409546,-0.40050507,-0.6129799,22.874964,-0.46554184,-0.84908867,-0.8007126,20.374071,-1.1342812,0.8775253,0.53840065,0.24741745,-0.22470093,-0.07186699,-0.4085045,24.550861,25.079502,-1.1829376,-1.4144287,-0.37156487,21.066381,-0.62474823,0.8960037,0.01629448,NA,0.06082344,1.8360329,-0.52288055,NA,NA,-0.34399033,-0.50435257,-0.6254425
"PE(O-16:1_20:4)",0.5150032,0.49720764,0.3092041,0.035505295,-0.23472214,0.6530361,-0.31907082,-0.23856544,-1.1227055,-0.98862267,-0.33293915,-0.21639061,0.14442444,0.20481682,0.49587822,0.87758064,0.2398758,NA,-0.26008034,0.490757,0.05457878,0.04908371,-0.1757927,0.17230988,0.32817268,0.4740162,0.40050507,0.47237778,NA,0.45051575,-0.035505295,0.101156235,-0.06694031,-0.18227577,-0.31653404,NA,-0.5182743,0.26672935,-0.12737465,-0.11839676,-0.08277702,NA,-0.8531704,-0.9929085,-0.45189285,-0.24406624,-0.2896824,-0.40703964
"PE(O-16:1_22:6)",0.47270775,0.4549122,0.26690865,-0.006790161,-0.2770176,0.61074066,-0.36136627,-0.2808609,-1.1650009,-1.0309181,-0.3752346,-0.25868607,NA,0.16252136,0.45358276,0.8352852,0.19758034,0.36509323,-0.3023758,0.44846153,0.012283325,0.006788254,-0.21808815,NA,0.28587723,0.43172073,0.3582096,0.43008232,NA,0.4082203,-0.07780075,0.05886078,-0.10923576,-0.22457123,-0.3588295,NA,-0.56056976,0.2244339,-0.1696701,-0.16069221,-0.12507248,NA,-0.89546585,-1.0352039,-0.4941883,-0.2863617,-0.33197784,-0.4493351
"PE(O-18:0_20:4)",0.41550255,0.397707,0.20970345,-0.06399536,-0.3342228,0.55353546,-0.41857147,-0.3380661,-1.2222061,-1.0881233,-0.4324398,-0.31589127,0.044923782,0.10531616,0.39637756,NA,0.14037514,0.30788803,-0.359581,0.39125633,-0.044921875,-0.050416946,-0.27529335,0.07280922,0.22867203,0.37451553,0.3010044,0.37287712,NA,0.3510151,-0.13500595,17.846115,18.064184,-0.28177643,-0.4160347,0.7880535,-0.61777496,0.1672287,-0.2268753,-0.21789742,-0.18227768,NA,-0.95267105,17.837568,-0.5513935,-0.3435669,-0.38918304,17.073845
"PI(16:0_20:4)",0.47270775,0.4549122,0.26690865,-0.006790161,-0.2770176,0.61074066,-0.36136627,-0.2808609,-1.1650009,-1.0309181,-0.3752346,-0.25868607,0.10212898,0.16252136,0.45358276,NA,0.19758034,0.36509323,-0.3023758,0.44846153,0.012283325,0.006788254,-0.21808815,0.13001442,0.28587723,0.43172073,0.3582096,0.43008232,NA,0.4082203,-0.07780075,0.05886078,-0.10923576,-0.22457123,-0.3588295,NA,-0.56056976,0.2244339,-0.1696701,-0.16069221,-0.12507248,NA,NA,NA,-0.4941883,-0.2863617,-0.33197784,-0.4493351
"PI(18:0_20:4)",0.284802435,0.615200995,0.440969465,0.5268840975,-0.24570465,0.5107994,-11.61849141,-11.53798572,-0.91606047,-0.749073035,-0.199450495,-0.13549614,0.14667797,-11.09460359,0.03312397,NA,-11.0595446,0.33296681,-0.311525345,0.7613554,NA,NA,0.17149735,0.503535275,NA,0.42364407,0.464965835,0.48907279,NA,0.415768625,0.0856962225,0.2732896825,0.302000045,NA,0.30430223,NA,-11.81769465,-11.032690825,-11.426794825,NA,-11.38219751,NA,-0.797815325,-0.21318915,-0.469719885,-0.420744895,0.064444535,-0.02190876
"PI(36:3)",-0.389678,-0.21579552,-0.3809309,0.64671516,-1.0502892,-1.1987181,-0.72706604,NA,-0.8127632,-0.49882126,0.44083405,0.7548542,-0.6037359,-1.4801512,0.42049217,NA,-0.89149475,-0.040403366,0.6152134,2.328289,0.63165855,1.5942268,2.2042637,2.0710468,NA,-1.5913048,-1.665781,0.101174355,1.0625153,0.040403366,NA,1.782259,1.1623478,1.5895634,1.4850464,1.738451,0.14314651,-15.929806,-1.4664154,-0.9360275,-1.3409739,-15.181709,-0.60752296,1.6866131,-0.7914181,0.082424164,0.5657253,0.5282726
"PI(36:4)",-0.38777924,-0.2813158,0.95396805,0.4099512,0.11412525,0.65363693,-0.11693668,NA,-0.81020355,-0.6987152,-0.2808876,-0.039235115,-0.10061455,-0.090556145,0.45040607,0.36054802,0.033249855,0.14661121,0.09775448,0.817852,0.2119379,-0.033249855,-0.25744057,0.40095043,-14.700427,-14.554584,0.100940704,0.24032497,0.26922894,0.092461586,-0.2601242,-0.22040749,-0.27765656,NA,NA,-0.45301342,-0.2893381,0.19613934,NA,-0.083981514,0.15009403,0.6618519,0.2625494,-0.16411114,0.073225975,NA,0.15650082,0.39497375
"PI(38:3)",-0.270113,0.64819336,0.030303955,1.0315933,-0.47423172,-0.045211792,0.43148994,NA,-0.3537407,-0.24534035,1.455967,0.8922348,-0.90509415,-1.3567429,-0.106996536,-1.679616,-0.8976555,0.9869003,1.0852451,2.2112675,0.8274555,1.4777908,1.8076649,1.8206234,NA,-0.55815697,-0.53320503,0.123823166,NA,-0.030303955,0.5747204,0.80350494,1.3195915,0.3071308,1.4001904,0.6874695,-0.7330513,-1.678834,-1.7442799,-0.17484283,-1.9022503,-1.5015011,-0.5924072,1.9364281,-0.057430267,-0.0632534,1.4317474,1.131136
