"Lipid","MF_KO_ET1","MF_KO_ET2","MF_KO_ET3","MF_KO_ET4","MF_KO_ET5","MF_KO_ET6","MM_KO_ET1","MM_KO_ET2","MM_KO_ET3","MM_KO_ET4","MM_KO_ET5","MM_KO_ET6","MF_WT_ET1","MF_WT_ET2","MF_WT_ET3","MF_WT_ET4","MF_WT_ET5","MF_WT_ET6","MM_WT_ET1","MM_WT_ET2","MM_WT_ET3","MM_WT_ET4","MM_WT_ET5","MM_WT_ET6","MF_KO_C1","MF_KO_C2","MF_KO_C3","MF_KO_C4","MF_KO_C5","MF_KO_C6","MM_KO_C1","MM_KO_C2","MM_KO_C3","MM_KO_C4","MM_KO_C5","MM_KO_C6","MF_WT_C1","MF_WT_C2","MF_WT_C3","MF_WT_C4","MF_WT_C5","MF_WT_C6","MM_WT_C1","MM_WT_C2","MM_WT_C3","MM_WT_C4","MM_WT_C5","MM_WT_C6"
"FA22:0",0.008897781,-0.008897781,-0.18522167,0.1555605,-0.26050282,0.410244,-0.2818966,-1.1158905,-1.005415,NA,-0.36359215,-0.37566662,-0.06508827,-0.3012886,0.4708166,NA,NA,0.16267204,0.14448833,-0.015348434,0.0707407,0.3650732,-0.3843994,0.5196266,NA,0.18575001,-0.10560036,-0.033727646,NA,-0.055589676,0.16434097,0.18889618,-0.006632805,-0.8391285,NA,-0.474041,-0.5424347,0.32114983,-0.16325855,0.007023811,NA,0.5087204,-1.072856,-0.41714764,0.1593399,0.16036701,0.16980648,-0.42426205
"FA22:1",-6.7630648,0.32712268,0.0979495075,-6.92451905,0.03413248,0.6300830625,0.098466395,0.160390855,-0.58882762,-0.533485425,-0.25847388,0.007435799,-0.10595083,0.00550318,0.264912129,0.363488682,NA,0.16786766,-0.21058178,NA,-0.354831695,-0.17444706,0.65720797,NA,-0.097207547,0.00367117,0.0943045625,0.40335035,NA,0.298471463,0.95447395,0.799845235,0.860101225,NA,-0.07982545,-6.3906788,-0.53616668,0.02399826,-1.07851315,-0.58252001,-0.310331345,0.447741025,NA,-0.443810465,-0.1799721735,-0.3353366825,-0.01955605,0.026823045
"FA22:2",1.5329618,0.78142357,NA,0.8646383,1.220233,1.7693281,NA,NA,-0.30988216,-0.36396217,-0.31135368,-0.33708286,NA,-0.1506958,0.2857561,-0.30005264,-0.05799198,0.8449707,-0.247118,0.2547617,0.26298904,-0.57400227,1.3372316,0.59282017,0.75758934,0.46147442,0.4207363,1.0920935,1.3755789,0.93468475,0.66274166,0.05799198,1.8081617,0.6446619,1.3043776,1.92027,-0.43073273,-0.876462,-0.29479694,-1.1611795,-1.110795,-0.24391174,-0.70151997,-0.896554,-0.94350815,-0.5433035,-1.0477295,-0.61733437
"FA22:3",1.45751,0.9787426,NA,1.0840607,0.9119797,1.5898991,0.600832,0.48623276,-0.07697296,0.26696014,-0.17805862,-0.3683567,-0.092250824,-0.002174377,-0.387228,-0.49364567,0.002174377,NA,-0.7147627,-0.4255514,0.62005806,-0.10822296,0.57946587,-0.575449,0.059230804,0.8077812,0.78382874,1.6867294,1.0942631,1.601553,-0.32109642,0.32911873,1.2679253,0.18238258,0.6717453,0.99806976,-0.6123524,-0.6776686,-0.45433235,NA,-0.012498856,-0.20103168,-0.21749496,-0.43811798,-0.6444454,-1.2048111,-0.6492443,-0.09427643
"FA22:4",0.20659256,-0.2401619,-0.07821846,NA,-0.07443619,0.7574501,0.22639656,0.3210621,-0.5310974,-0.37169075,-0.6929207,-0.5932045,0.19321823,0.7677784,-0.46863556,-0.4143219,0.32274818,-0.13338852,-0.48898125,0.70049095,0.596529,0.31105423,-0.44599915,-0.1575756,0.07443619,0.38824654,1.0189514,1.8564491,0.7687645,1.7960548,-0.29662514,-0.20303726,0.1105423,-0.11320305,NA,0.084049225,-1.2092953,-0.47029114,0.29101562,-0.8097725,0.6114311,0.5519409,-0.090480804,-0.37374496,-0.4542179,-0.78780365,-0.22748184,NA
"FAHFA(18:0;O)",0.12041092,NA,-0.14641571,-0.119895935,0.22106934,0.24245644,-0.67588997,-0.62555885,-1.4272461,-1.3983326,-0.50520515,-0.41408348,0.3459282,0.27414513,0.28421593,NA,NA,0.2924919,0.066596985,0.376976,0.3935318,0.56155777,0.023946762,0.5882015,-0.019241333,NA,-0.13252258,-0.109960556,-0.10261917,0.019241333,0.04203415,0.04486847,-0.48857498,-0.6512089,-0.5323906,-0.7758522,-0.19540596,0.6087971,-0.47432518,0.28988647,-0.29406548,1.0211983,NA,-0.3418522,0.11611366,0.25230026,0.302557,-0.13923836
"FAHFA(20:0,O)",0.31818962,0.1625557,-0.17609024,0.010555267,0.09147835,0.39415932,-0.6257801,-0.59402084,-1.418438,-1.2072449,-0.37565804,-0.42128754,0.03448677,0.3103695,0.3685074,NA,-0.25575256,0.20269585,0.015079498,0.5248947,0.4937191,0.32453537,-0.14079094,0.37555313,0.25444603,0.4292736,0.08741379,0.14398003,0.0256958,0.06511879,-0.037590027,-0.23815536,-0.5506706,-0.7826252,-0.13847542,-0.76651573,-0.23516083,0.32030296,-0.23669815,-0.08638382,-0.17053413,NA,NA,-0.40312386,-0.010555267,0.32500076,0.17426491,-0.068359375
"FAHFA(25:0;O)",-0.032673836,-0.15393925,-0.11344814,-0.94523716,-0.5262766,0.009617806,-0.3464651,NA,-1.0798426,-0.8531294,-0.1930666,-0.009617806,0.9573755,0.7257223,-0.23819828,0.44323254,-0.20629215,-0.24737835,NA,-1.0071249,1.4655027,1.1579771,0.37165546,1.0072279,1.0468702,0.17211056,NA,0.20135021,0.8618078,0.10459232,1.131957,-18.130524,-0.51196766,-18.413956,-1.8304434,-1.6272526,0.08025837,0.026688576,-0.79010296,-0.39049244,-0.22622585,0.5830736,0.46849918,NA,0.44014263,0.6017351,0.77956486,0.56420994
"FAHFA(27:0,O)",0.20078421,-8.5457204655,-0.19761801,-9.044214,-0.23637819,-8.341597205,-0.0795741075,0.73978281,NA,-0.53476,-0.271799555,0.218067645,0.305073255,0.046103,0.329905995,0.61269331,0.109627248,0.164542785,0.192550075,-0.40008116,NA,0.5020547,0.025784015,0.552906515,0.410397055,-0.04840708,NA,0.37322855,-8.99416667,0.313322545,-8.64125387,-8.617537205,0.09958315,-0.034430985,-0.38280535,-0.887035865,-0.33858825,0.38534975,-0.2822499375,NA,0.068563935,1.0726714,-0.603491305,-9.51269085,0.044194695,-8.870102354,-8.833268515,0.1364731775
"FAHFA(34:0;O)",0.463171,0.44537544,0.2573719,-0.016326904,-0.28655434,0.6012039,-0.37090302,-0.29039764,-1.1745377,-1.0404549,-0.38477135,-0.2682228,0.09259224,NA,0.44404602,0.82574844,0.1880436,0.3555565,-0.31191254,0.4389248,0.002746582,-0.002748489,-0.2276249,0.12047768,0.27634048,0.422184,0.34867287,0.42054558,NA,0.39868355,-0.087337494,0.049324036,-0.11877251,-0.23410797,-0.36836624,NA,-0.5701065,0.21489716,-0.17920685,-0.17022896,-0.13460922,NA,-0.9050026,16.854675,-0.50372505,-0.29589844,17.083832,-0.45887184
"FAHFA(34:2;O)",0.4371357,0.41934013,0.2313366,-0.042362213,-0.31258965,0.5751686,-0.39693832,-0.31643295,-1.200573,-1.0664902,NA,-0.29425812,0.06655693,0.12694931,0.4180107,NA,0.16200829,0.32952118,-0.33794785,0.41288948,-0.023288727,-0.028783798,-0.2536602,0.09444237,0.25030518,0.39614868,0.32263756,0.39451027,NA,0.37264824,-0.1133728,0.023288727,-0.14480782,-0.26014328,NA,0.80968666,NA,0.18886185,-0.20524216,-0.19626427,-0.16064453,0.9369583,-0.9310379,-1.070776,-0.52976036,-0.32193375,-0.3675499,-0.48490715
"FAHFA(36:1;O)",0.47270775,0.4549122,0.26690865,-0.006790161,-0.2770176,0.61074066,-0.36136627,-0.2808609,-1.1650009,-1.0309181,-0.3752346,-0.25868607,0.10212898,0.16252136,0.45358276,NA,0.19758034,0.36509323,NA,0.44846153,0.012283325,0.006788254,-0.21808815,0.13001442,0.28587723,0.43172073,NA,0.43008232,NA,0.4082203,-0.07780075,0.05886078,-0.10923576,-0.22457123,-0.3588295,NA,-0.56056976,14.526216,-0.1696701,-0.16069221,-0.12507248,15.345939,-0.89546585,-1.0352039,-0.4941883,-0.2863617,-0.33197784,-0.4493351
"FAHFA(36:3;O)",-0.15782213,NA,0.020253658,NA,0.2905965,0.46492052,0.36748838,-15.381605,-0.42629576,-0.24582243,-15.475979,-0.43100405,0.66349745,1.0048413,-14.6471615,-14.265459,-0.08938265,-0.5794091,-0.12213087,-0.13307619,NA,0.7277932,-0.08259344,0.4917407,0.58554506,NA,1.3019013,2.6121278,0.905808,2.4025846,0.61721563,0.4170041,0.7939782,0.06831026,NA,0.030783176,-15.661314,-14.87631,-0.25173616,-15.261436,0.94011164,0.5406165,1.2154222,-0.020253658,-0.56715536,-1.3676009,-0.5980029,0.47780657
"FAHFA(40:7;O)",0.16014862,0.14235306,-0.045650482,-0.3193493,NA,0.29818153,NA,-0.59342,-1.47756,-1.3434772,-0.68779373,-0.5712452,15.48243,16.12685,0.14102364,0.52272606,-0.11497879,0.052534103,13.206141,13.490289,-0.3002758,14.765398,-0.5306473,13.929732,15.740079,15.7600565,0.045650482,0.11752319,16.337646,0.09566116,-0.39035988,-0.25369835,-0.4217949,-0.53713036,-0.6713886,NA,NA,-0.08812523,-0.48222923,-0.47325134,-0.4376316,0.65997124,-1.208025,-1.3477631,NA,-0.5989208,-0.644537,-0.7618942
"HexCer(18:0;O3_16:0;O)",0.7970338,1.0133386,1.2651916,NA,0.5449252,0.6220479,NA,NA,-0.10425997,-0.005865574,-0.13035631,-0.15943956,0.22034311,0.5140414,1.5977511,0.59758997,NA,1.1257949,-15.419989,0.8753896,-15.1053295,-15.110825,1.1519332,-14.987598,0.14612532,0.73041105,1.253263,1.424705,0.97742414,NA,-15.195414,-15.058752,-15.226849,-15.342184,-15.476442,NA,0.07495546,-14.893179,0.005865574,0.14379168,0.22917986,-14.145082,-16.013079,-16.152817,-0.6021037,-15.403975,0.5730586,-15.566948
"HexCer(18:1;O2_18:0)",16.579426,17.067741,17.623785,16.760643,16.147692,17.072353,-1.010788,-0.9302826,-1.8144226,-1.6803398,-1.0246563,-0.90810776,15.982824,15.481722,NA,16.099758,16.163616,16.317297,-0.9517975,-0.20096016,-0.63713837,-0.64263344,-0.86750984,-0.5194073,16.24624,NA,NA,16.593702,16.54264,16.54227,-0.72722244,-0.5905609,-0.75865746,-0.8739929,-1.0082512,NA,-1.2099915,15.581535,15.538958,14.944069,15.462585,0.32310867,NA,NA,-1.14361,-0.9357834,-0.98139954,-1.0987568
"HexCer(18:1;O2_20:0)",1.2029481,1.8726192,2.0875888,1.4513087,1.3225932,1.4582267,1.7442393,-14.977343,0.51838446,0.73720884,0.1171813,-14.955168,-14.594353,NA,-14.242899,-13.8611965,-14.498901,-14.331388,-14.9988575,-14.24802,-14.684198,2.0779471,1.274713,1.4372478,1.1578851,1.0167708,1.4551778,1.9115462,1.0975223,1.8664775,-14.774282,-14.637621,-14.805717,-14.921053,-15.055311,NA,-0.1171813,-14.472048,-14.866152,-14.857174,0.6546855,-13.723951,-15.591948,0.97163534,-15.19067,-14.982843,1.4174285,1.2117534
"HexCer(18:1;O2_22:0)",-0.017616272,0.14097214,0.21010399,-0.1923027,-0.36248207,-0.10739136,0.7130108,NA,-0.11872101,0.017616272,0.2691059,0.29844856,-0.58589363,-1.0167885,-0.82336426,-0.68593216,-0.62752914,-0.35890388,-0.03555107,0.4475422,0.11292267,0.8023796,1.2068157,1.499363,-0.41394997,-0.19953156,0.4219494,0.5272312,-0.37256813,0.51304436,0.39715195,1.1937466,1.4202919,1.2882156,0.7682133,1.0964947,-0.40907478,-1.0193729,-0.8108101,-0.41394997,-0.41394997,-0.8809223,-1.089632,0.99116707,-0.41394997,-0.41394997,0.36734962,0.8344021
"HexCer(18:1;O2_24:2)",16.086372,0.2911148,0.10311127,15.619966,15.135818,16.081554,-0.52516365,-0.44465828,-1.3287983,-1.1947155,-0.539032,-0.42248344,-0.061668396,15.14867,15.893557,0.6714878,0.03378296,15.410749,-0.46617317,0.28466415,-0.15151405,NA,-0.38188553,-0.03378296,15.38645,NA,16.22566,15.885645,15.706142,16.058104,-0.24159813,-0.1049366,-0.27303314,-0.3883686,-0.5226269,NA,-0.72436714,0.06063652,-0.33346748,-0.3244896,NA,0.808733,NA,NA,-0.6579857,-0.45015907,-0.49577522,-0.6131325
"HexCer(34:1;O2)",1.0744867,1.0982962,1.7571573,1.6408758,1.0823622,1.0751982,-0.06700802,NA,-0.9333086,-0.8170786,-1.3982954,-1.5296812,1.0901041,0.4603529,-0.08552837,0.38158512,0.5494585,0.85799694,-1.0775404,-1.0008593,-1.0004187,0.048630714,0.28374004,0.14797688,0.4165144,0.17231655,1.4455233,1.5228987,1.7063723,1.4708986,-1.3393469,-0.69933414,-0.5238161,-0.4694624,-1.2753725,-0.93647957,NA,-0.36495113,0.17379284,0.05747509,0.124144554,-0.22943783,0.05279064,-0.048630714,-1.6750174,-1.9314556,-0.4659052,-0.54744434
"HexCer(40:2;O2)",15.772303,15.780489,-0.15224266,-0.42594147,15.237176,0.19158936,16.564402,16.4374,-1.5841522,-1.4500694,14.996929,-0.6778374,-0.31702232,-0.25662994,0.034431458,NA,-0.22157097,-0.054058075,-0.7215271,0.029310226,-0.40686798,-0.41236305,-0.63723946,-0.2891369,14.081576,15.1733465,14.813656,0.010931015,14.897463,-0.010931015,16.568779,16.168148,16.531137,NA,15.341122,16.658772,NA,-0.1947174,-0.5888214,-0.5798435,-0.5442238,0.55337906,-1.3146172,17.206915,15.801819,-0.705513,-0.75112915,-0.8684864
"HexCer(42:1;O2)",-10.358506,11.754813,11.754748,11.668485,11.226497,-10.220473,-11.19258,10.763192,10.618892,-11.862132,10.766389,-11.0899,-10.729085,-10.668693,-10.377631,-9.995929,NA,-10.466121,-11.13359,-10.382752,-10.818931,-10.824426,NA,-10.7012,11.399713,11.278256,11.948161,12.069676,11.707267,12.137092,10.754882,11.137305,11.337989,11.292695,10.874013,11.424232,-11.391784,-10.60678,-11.000884,NA,-10.956286,-9.858684,-11.72668,10.738341,-11.325402,9.858684,-11.163192,-11.280549
"HexCer(42:2;O2)",0.4268074,0.7825146,0.7323704,0.6371231,0.28095245,0.5875778,-0.59893227,NA,-1.1959057,-1.1959057,-1.9154549,-1.5187759,0.5275936,0.09952927,0.37085915,0.19363976,-0.02858162,0.4498806,-0.6372261,-0.95244026,-0.28940582,0.18722153,0.02858162,0.10192108,0.07397652,0.22253418,0.8272419,0.9054985,0.48713684,0.7912998,-0.93162155,-0.23442459,-0.11487961,-0.084503174,-1.0029144,-0.14440536,NA,-0.39938164,0.050714493,0.08230972,0.15896416,-0.25611115,-0.73373604,-0.5431309,-1.382122,-1.5731716,-0.47181892,-0.5778446
"LPC(0:0_16:0)",1.1532078,0.20366669,-0.1837349,22.756847,23.360674,1.1292515,22.805103,-0.24535751,23.917732,-0.2488327,-0.316185,0.13198853,-0.25927162,0.5442333,0.68758774,0.6892395,-0.25222015,-0.46469498,-0.3553543,-0.31725693,-0.70080376,-0.6524277,-0.86802673,-0.98599625,1.0258102,0.68668556,NA,-0.076416016,0.07641792,-0.26021957,-0.86465263,-1.0068436,-1.0346527,23.159061,22.916286,-1.1595345,NA,1.0442886,0.16457939,-0.3074932,0.20910835,1.9843178,-0.37459564,NA,0.319664,-0.19570541,-0.35606766,NA
"LPC(0:0_18:0)",0.9326029,0.38054752,0.002184868,0.99913883,0.47057438,0.42886448,-0.08466244,0.7834368,0.46185398,1.0123262,0.11644268,0.19482899,0.014496803,-24.309135,-24.165783,-0.36240482,0.2790823,-0.16141987,0.037882805,-0.15061474,-0.23920536,-0.5229616,0.13052845,-0.527936,0.66987705,0.15482235,0.6040373,-0.14080715,0.000278,0.008954048,-25.718021,-1.3697824,-25.888023,-0.27819538,-0.000278,-0.8163252,0.017321587,0.8040323,1.0944967,-25.160862,0.3981619,-22.869053,-0.2840414,-0.2288847,-0.37463665,-0.22010517,-0.29815578,NA
"LPC(0:0_18:1)",2.3818712,NA,0.48079395,-0.24926472,1.7413607,1.2069044,0.59486675,0.3653078,-22.400536,-21.967224,-22.034576,-21.586403,-0.030133247,-0.053980827,NA,-0.24397945,0.24352169,0.6870451,1.058404,0.58970165,1.2745867,0.7625799,NA,0.25427532,-20.692581,0.75213337,-0.23330975,-0.30152988,-0.3847952,-21.978611,-22.583042,0.8537493,-22.753044,-22.984535,0.032431602,-22.877926,0.39542675,0.030133247,1.1352816,0.60459614,-0.1437521,NA,1.1458845,-22.96466,0.74574375,0.66082096,0.92021084,-22.195549
"LPC(0:0_18:2)",0.46607018,-0.48347092,-0.8708725,0.28365898,-0.4817543,0.44211388,20.247746,20.534935,-1.3692818,-0.9359703,-1.0033226,-0.5551491,-0.9464092,-0.14290428,0.00045,0.002101898,-0.93935776,-1.1518326,-1.0424919,-1.0043945,21.32972,20.455263,-1.5551643,-1.6731339,0.33867264,-0.000452,-0.29143524,-0.7635536,-0.6107197,-0.9473572,20.70866,22.142721,22.04028,20.557596,20.584452,22.154142,20.85041,0.35715103,-0.5225582,-0.9946308,20.580227,1.2971802,21.25014,21.37353,21.32749,21.035719,-1.0432053,-1.1642952
"LPC(0:0_20:0)",1.3429279,0.39338684,0.00598526,1.1605167,0.39510345,1.3189716,19.233377,-0.05563736,19.225592,-0.05911255,-0.12646484,0.32170868,-0.06955147,0.7339535,0.8773079,0.87895966,-0.0625,-0.27497482,-0.16563416,-0.12753677,-0.5110836,-0.46270752,-0.6783066,-0.7962761,1.2155304,0.8764057,0.5854225,0.11330414,0.26613808,-0.07049942,-0.6749325,-0.8171234,-0.84493256,19.67638,19.536688,-0.9698143,-0.28674316,1.2340088,0.35429955,-0.117773056,0.3988285,2.174038,-0.18487549,NA,NA,-0.00598526,-0.1663475,-0.28743744
"LPC(0:0_20:3)",1.4003029,0.4507618,0.063360214,1.2178917,0.4524784,1.3763466,-0.32136917,0.001737595,-0.43504906,-0.001737595,-0.06908989,0.37908363,-0.012176514,0.79132843,0.93468285,0.9363346,-0.005125046,-0.21759987,-0.1082592,-0.07016182,-0.45370865,-0.40533257,-0.6209316,-0.73890114,1.2729053,0.93378067,0.64279747,0.17067909,0.32351303,-0.013124466,-0.6175575,-0.75974846,-0.7875576,-1.0190487,0.023815155,NA,-0.22936821,1.2913837,0.4116745,-0.0603981,0.45620346,2.231413,-0.12750053,NA,NA,0.051389694,-0.10897255,-0.23006248
"LPC(15:0_0:0)",1.4003029,NA,0.063360214,1.2178917,0.4524784,1.3763466,-0.32136917,0.001737595,-0.43504906,-0.001737595,-0.06908989,0.37908363,-0.012176514,0.79132843,0.93468285,0.9363346,-0.005125046,-0.21759987,-0.1082592,-0.07016182,-0.45370865,-0.40533257,-0.6209316,-0.73890114,1.2729053,0.93378067,0.64279747,0.17067909,0.32351303,-0.013124466,-0.6175575,-0.75974846,-0.7875576,-1.0190487,NA,-0.91243935,-0.22936821,1.2913837,0.4116745,-0.0603981,0.45620346,2.231413,-0.12750053,NA,0.5667591,0.051389694,-0.10897255,-0.23006248
"LPC(16:0_0:0)",NA,0.4782648,NA,0.38216686,0.4594221,0.393857,NA,0.018452644,-0.33326244,-0.20170689,-0.04655075,0.25537586,-0.08592701,NA,-0.012887001,-0.38828945,0.12201214,0.19169044,NA,-0.014662743,0.31940746,-0.5107889,NA,0.5592041,-0.19194508,0.08967686,0.16980648,0.05659771,0.15876293,0.14608288,NA,0.8731079,0.924983,NA,NA,NA,-0.6737757,-0.5322218,0.26464748,-0.38694096,-0.54695797,-0.565568,-0.19606876,NA,NA,-0.61926365,0.00606823,0.010388374
"LPC(16:1_0:0)",1.3875256,0.43798447,0.050582886,1.2051144,NA,1.3635693,-0.3341465,-0.011039734,-0.4478264,-0.014514923,NA,0.3663063,-0.024953842,0.7785511,0.9219055,0.9235573,-0.017902374,-0.2303772,-0.12103653,-0.08293915,-0.46648598,-0.4181099,-0.63370895,-0.75167847,1.260128,0.92100334,0.63002014,0.15790176,0.3107357,-0.025901794,-0.63033485,NA,-0.80033493,-1.031826,0.011037827,-0.9252167,-0.24214554,1.2786064,0.39889717,-0.07317543,0.44342613,2.2186356,-0.14027786,-1.0119534,0.5539818,NA,-0.12174988,-0.24283981
"LPC(17:0_0:0)",NA,8.006662565,7.97989285,NA,8.24887725,0.42056036,-0.5780101,-0.177505015,7.40725025,7.37724014,-0.5641799,-0.08218336,7.2916486975,-0.372967245,-10.056242169,-9.86456496,7.23456381,7.5280517,-0.26152945,NA,-0.65146971,-0.228890897,NA,-0.367394925,0.26245928,7.9087459,-0.079121112,-0.00071764,-0.39188147,8.0477006,8.06284841,8.1096705865,8.2733424135,NA,8.076330575,8.357258925,-11.14534395,-9.9924661,-0.159705635,-0.6925969,NA,-9.14840337,-0.773260615,-0.596767885,NA,-0.43616915,-0.457986355,NA
"LPC(18:0_0:0)",0.80015325,0.68212318,NA,0.565322885,0.215636255,0.6459117,NA,0.0392045975,-0.41415119,0.0512137435,-0.26697493,NA,-0.052665234,-0.29275465,NA,NA,0.205567362,0.239228724,NA,-0.1036143285,0.252042287,-0.37968445,0.44017936,0.39634943,NA,0.14618921,0.44865036,NA,NA,0.428359015,-0.672815335,-0.053720955,0.30781698,0.569002649,NA,0.113744257,NA,-0.26586771,NA,-0.347754955,-0.18487692,NA,-0.29369354,NA,-0.66380215,NA,-0.44927119,-0.1587634065
"LPC(18:1_0:0)",NA,0.9934826,NA,0.04931163,0.85429765,0.78877926,NA,0.107276917,0.480457311,0.66248034,0.87067605,1.1298733,-0.240008355,-0.365782735,-0.079535485,-0.170548441,-0.1554689425,NA,0.28015232,0.0322217935,0.66566373,0.135958675,0.675599095,0.03531647,-0.437235833,0.2404451425,-0.397068025,-0.604846955,-0.8884592,0.01990605,-0.561635975,0.26360226,0.30276775,0.11012364,-0.614091865,0.30844307,-0.3781003985,-0.5082655,NA,-0.1444788,NA,-0.409128199,-0.3446998515,NA,-0.21736145,-0.324728015,-0.065633773,-0.0622749335
"LPC(18:2_0:0)",0.62140846,0.44537544,-0.24090767,NA,NA,0.1791439,-0.23172474,-0.29756832,-0.44633484,-0.32385826,0.7673855,0.9372997,-0.5190239,-0.09598446,-0.18272686,NA,-0.22032928,NA,0.30265045,-0.19271755,0.3544569,-0.096250534,0.9035616,0.12047768,-0.11767864,NA,-0.6622677,-1.1885033,NA,0.39868355,NA,0.16321278,0.34691525,-0.06757641,0.2968378,0.8439388,NA,0.21489716,0.075668335,-0.109716415,-0.52107716,NA,-0.19491959,0.35757923,-0.31978607,-0.03643322,0.091451645,-0.001799583
"LPC(19:0_0:0)",-12.11294175,NA,-12.8843125,-12.4438965,-12.9617165,-12.0559035,-5.467690915,NA,4.8301582,-5.585966825,5.22914195,5.5330514,-13.004471,-12.572522,-4.78384255,-12.1636375,NA,-5.4602376,5.34436585,5.031859325,NA,5.1524823,NA,5.5975494,-12.27005575,-12.3666965,-5.003618985,5.45678915,-5.259991695,5.019067,6.09925625,NA,6.17395085,6.05042245,5.7091384,5.9164762,-13.444416,-12.2915385,-12.928445,NA,-12.8838815,-11.44747525,-3.014295,5.51391015,NA,-2.587668,4.826547835,5.42309167
"LPC(19:1_0:0)",1.1532078,0.20366669,-0.1837349,0.9707966,0.2053833,1.1292515,-0.5684643,-0.24535751,NA,-0.2488327,-0.316185,0.13198853,-0.25927162,0.5442333,0.68758774,0.6892395,-0.25222015,-0.46469498,19.087435,-0.31725693,-0.70080376,-0.6524277,19.200777,-0.98599625,1.0258102,0.68668556,0.39570236,-0.076416016,0.07641792,-0.26021957,-0.86465263,-1.0068436,-1.0346527,18.578262,-0.22327995,18.761911,-0.47646332,1.0442886,0.16457939,-0.3074932,0.20910835,1.9843178,-0.37459564,NA,0.319664,-0.19570541,-0.35606766,-0.4771576
"LPC(20:0_0:0)",-17.0439835,-17.5276515,NA,NA,NA,-16.986945,1.28500555,1.7515707,0.760242475,0.957814235,1.5911913,1.7244148,-17.93551275,-7.30177492,-17.286356,-17.0946785,-7.7473554,NA,1.09329035,1.4252014,0.53832672,0.5273838,1.91781905,1.646257385,-17.2010975,-17.297738,-10.25692814,-10.162086015,-18.0412395,NA,1.681715,1.370490065,1.96377275,1.79685785,1.54132655,2.0848846,-10.69721446,-17.22258,-17.859487,NA,-17.8149235,-16.378517,NA,1.286726,0.61213875,0.38610508,0.04874897,0.819841385
"LPC(20:1_0:0)",0.0435495375,-0.4401187885,-0.72782134,-0.28740501,-0.80522535,0.1005878455,17.5512165,17.7601435,17.249327,9.29057,NA,9.73424905,9.16966608,-0.41603088,9.89671597,NA,9.04265476,-0.819209095,17.96003,17.8557925,NA,17.756666,17.8397745,NA,-0.1135644925,-0.21020508,-0.3924522415,-0.59257505,NA,NA,-1.240634935,-1.24339962,7.15261885,6.6470518,6.9453247,NA,-1.2879248,-0.135046957,NA,-1.00350092,-0.7273903,NA,8.94039365,17.53374775,9.342918435,9.55609575,17.220233,9.46754405
"LPC(20:2_0:0)",0.35663605,0.33884048,0.15083694,-0.12286186,NA,0.49466896,-0.47743797,-0.3969326,-1.2810726,-1.1469898,-0.4913063,NA,-0.013942719,0.04644966,0.33751106,NA,0.08150864,0.24902153,-0.4184475,0.33238983,NA,-0.10928345,-0.33415985,0.013942719,0.16980553,0.31564903,0.24213791,0.31401062,NA,0.2921486,-0.19387245,-0.057210922,-0.22530746,NA,-0.4749012,0.729187,-0.67664146,0.1083622,-0.2857418,-0.27676392,-0.24114418,NA,NA,NA,-0.61026,-0.4024334,-0.44804955,-0.5654068
"LPC(20:3_0:0)",-10.0813515,-2.080534,NA,-1.3633185,-10.93012617,-10.024313045,-0.26582145,NA,-0.1272097,0.22510145,9.3838463,9.19994635,NA,NA,-10.3237239925,-10.13204678,-10.921628705,-10.94410976,8.84497285,8.5466631,9.3752987,NA,9.5058773,8.66022487,-10.23846526,0.5567416925,-10.51735307,-10.717475714,NA,0.610864621,-11.36553575,-3.4813835,-11.46625375,8.063990669,-11.185363625,8.41662672,-11.41282575,-10.259947925,NA,0.176091195,-0.1173725,-9.4158852,-0.1606388,0.0446586499999999,8.78838455,8.5229425,8.6780407,NA
"LPC(20:4_0:0)",1.3626995,0.41315842,0.025756836,1.1802883,0.41487503,1.3387432,-0.35897255,-0.035865784,-0.47265244,-0.039340973,-0.10669327,0.34148026,-0.049779892,0.75372505,0.89707947,0.89873123,-0.042728424,-0.25520325,-0.14586258,-0.1077652,24.171907,-0.44293594,24.205292,-0.7765045,1.235302,0.8961773,0.6051941,0.13307571,0.28590965,-0.050727844,-0.6551609,-0.79735184,-0.825161,-1.0566521,NA,-0.9500427,-0.2669716,1.2537804,0.37407112,-0.09800148,0.41860008,2.1938095,-0.16510391,NA,0.52915573,0.013786316,-0.14657593,-0.26766586
"LPC(22:5_0:0)",NA,0.4507618,0.063360214,1.2178917,0.4524784,1.3763466,-0.32136917,0.001737595,-0.43504906,-0.001737595,-0.06908989,0.37908363,-0.012176514,0.79132843,0.93468285,0.9363346,-0.005125046,-0.21759987,-0.1082592,-0.07016182,-0.45370865,-0.40533257,-0.6209316,-0.73890114,1.2729053,0.93378067,0.64279747,0.17067909,0.32351303,-0.013124466,-0.6175575,-0.75974846,-0.7875576,-1.0190487,NA,-0.91243935,-0.22936821,1.2913837,0.4116745,-0.0603981,0.45620346,2.231413,-0.12750053,NA,0.5667591,0.051389694,-0.10897255,-0.23006248
